Data_type	names	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
22G	Gene:WBGene00006976:22G:K02B12.8, zhp-3:CSR	K02B12.8, zhp-3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00006984:22G:F54D7.4, zig-7:CSR	F54D7.4, zig-7	1	20	1	0	L1	0	1	Low dose
22G	Gene:WBGene00007007:22G:C44C8.6, mak-2:CSR	C44C8.6, mak-2	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007011:22G:mdt-1.2, T23C6.1:CSR	mdt-1.2, T23C6.1	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007011:22G:mdt-1.2, T23C6.1:CSR	mdt-1.2, T23C6.1	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007019:22G:mdt-19, Y71H2B.6:CSR	mdt-19, Y71H2B.6	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007047:22G:T20F10.1, wts-1:WAGO	T20F10.1, wts-1	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007047:22G:T20F10.1, wts-1:WAGO	T20F10.1, wts-1	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007059:22G:F08C6.3, vps-52:CSR	F08C6.3, vps-52	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007062:22G:ebp-3, Y59A8B.9:CSR	ebp-3, Y59A8B.9	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007063:22G:2L52.1:WAGO	2L52.1	2	6	5	1	L1	1	0	Low dose
22G	Gene:WBGene00007106:22G:B0035.3:CSR	B0035.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007113:22G:B0035.15:CSR	B0035.15	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007113:22G:B0035.15:CSR	B0035.15	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007114:22G:B0035.16, mttu-1:WAGO	B0035.16, mttu-1	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007124:22G:B0250.7:WAGO	B0250.7	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007139:22G:B0285.7, mnp-1:WAGO	B0285.7, mnp-1	1	16	5	0	L1	1	0	Low dose
22G	Gene:WBGene00007179:22G:B0457.4:WAGO	B0457.4	2	12	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007179:22G:B0457.4:WAGO	B0457.4	1	18	3	0	L1	1	0	Low dose
22G	Gene:WBGene00007185:22G:B0464.3, nlp-36:CSR	B0464.3, nlp-36	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007216:22G:C01A2.4:CSR	C01A2.4	2	16	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007220:22G:C01B9.1:WAGO	C01B9.1	2	14	5	1	L1	1	0	Low dose
22G	Gene:WBGene00007242:22G:C01G12.1, madf-5:WAGO	C01G12.1, madf-5	2	6	13	1	L1	1	0	Low dose
22G	Gene:WBGene00007296:22G:arrd-25, C04C11.2:CSR	arrd-25, C04C11.2	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007296:22G:arrd-25, C04C11.2:CSR	arrd-25, C04C11.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007296:22G:arrd-25, C04C11.2:CSR	arrd-25, C04C11.2	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007331:22G:C05C10.4, pho-11:WAGO	C05C10.4, pho-11	1	6	15	0	L1	1	0	Low dose
22G	Gene:WBGene00007354:22G:C06A1.3:ALG, WAGO	C06A1.3	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007372:22G:C06B8.7:WAGO	C06B8.7	2	4	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007372:22G:C06B8.7:WAGO	C06B8.7	2	14	5	1	L1	1	0	Low dose
22G	Gene:WBGene00007400:22G:bud-31, C07A9.2:CSR	bud-31, C07A9.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007400:22G:bud-31, C07A9.2:CSR	bud-31, C07A9.2	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007449:22G:C08F8.9:CSR	C08F8.9	2	6	5	1	L1	0	1	Low dose
22G	Gene:WBGene00007476:22G:C09E9.1:CSR	C09E9.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007487:22G:C09G1.5:WAGO	C09G1.5	2	8	5	1	L1	1	0	Low dose
22G	Gene:WBGene00007487:22G:C09G1.5:WAGO	C09G1.5	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007487:22G:C09G1.5:WAGO	C09G1.5	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007489:22G:C09G5.7:ALG, WAGO	C09G5.7	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007501:22G:apc-17, C09H10.7:CSR	apc-17, C09H10.7	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007547:22G:C13C4.2, nhr-154:CSR	C13C4.2, nhr-154	2	6	7	1	L1	1	0	Low dose
22G	Gene:WBGene00007547:22G:C13C4.2, nhr-154:CSR	C13C4.2, nhr-154	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007547:22G:C13C4.2, nhr-154:CSR	C13C4.2, nhr-154	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007555:22G:C14A4.1, dohh-1:CSR	C14A4.1, dohh-1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007564:22G:C14A4.14, mrps-22:CSR	C14A4.14, mrps-22	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007564:22G:C14A4.14, mrps-22:CSR	C14A4.14, mrps-22	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007573:22G:C14B1.2:CSR	C14B1.2	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007573:22G:C14B1.2:CSR	C14B1.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007574:22G:C14B1.3:CSR	C14B1.3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007579:22G:C14B1.8:CSR	C14B1.8	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007623:22G:C16C10.2:CSR	C16C10.2	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007625:22G:C16C10.4:CSR	C16C10.4	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007628:22G:C16C10.8:CSR	C16C10.8	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007628:22G:C16C10.8:CSR	C16C10.8	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007642:22G:C17E4.2:CSR	C17E4.2	2	18	1	1	L1	0	1	Low dose
22G	Gene:WBGene00007667:22G:C18B12.5, fbxa-97:WAGO	C18B12.5, fbxa-97	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007684:22G:C18E9.4:ALG, CSR	C18E9.4	2	2	1	1	L1	0	1	Low dose
22G	Gene:WBGene00007708:22G:C25A1.6, nola-3:CSR	C25A1.6, nola-3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007731:22G:C25G4.3:CSR	C25G4.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007750:22G:C26G2.1, syg-2:WAGO	C26G2.1, syg-2	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007756:22G:C27A7.5:CSR	C27A7.5	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007756:22G:C27A7.5:CSR	C27A7.5	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007771:22G:C27C12.1:WAGO	C27C12.1	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007772:22G:C27C12.2, egrh-1:CSR	C27C12.2, egrh-1	2	6	5	1	L1	1	0	Low dose
22G	Gene:WBGene00007772:22G:C27C12.2, egrh-1:CSR	C27C12.2, egrh-1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007773:22G:C27C12.3:CSR	C27C12.3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007798:22G:C29A12.2:WAGO	C29A12.2	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007826:22G:C30H6.9:CSR	C30H6.9	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007836:22G:C31C9.2:CSR	C31C9.2	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007847:22G:C31E10.6:CSR	C31E10.6	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007847:22G:C31E10.6:CSR	C31E10.6	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007849:22G:C31E10.8, tbc-19:WAGO	C31E10.8, tbc-19	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007849:22G:C31E10.8, tbc-19:WAGO	C31E10.8, tbc-19	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007849:22G:C31E10.8, tbc-19:WAGO	C31E10.8, tbc-19	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007855:22G:C31H5.4:WAGO	C31H5.4	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007855:22G:C31H5.4:WAGO	C31H5.4	2	12	7	1	L1	1	0	Low dose
22G	Gene:WBGene00007880:22G:C33A12.1:CSR	C33A12.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007886:22G:C33A12.7, ethe-1:WAGO	C33A12.7, ethe-1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007906:22G:C33G3.6:CSR	C33G3.6	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007906:22G:C33G3.6:CSR	C33G3.6	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007906:22G:C33G3.6:CSR	C33G3.6	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00007914:22G:C34B7.4, mys-4:CSR	C34B7.4, mys-4	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007927:22G:C34C12.8:CSR	C34C12.8	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007941:22G:C34F6.7:WAGO	C34F6.7	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007941:22G:C34F6.7:WAGO	C34F6.7	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007941:22G:C34F6.7:WAGO	C34F6.7	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007974:22G:C36B1.7, dhfr-1:CSR	C36B1.7, dhfr-1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007978:22G:C36B1.11:CSR	C36B1.11	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00007988:22G:best-8, C37A5.1:WAGO	best-8, C37A5.1	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00007991:22G:C37A5.7:CSR	C37A5.7	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008051:22G:C41C4.3, lron-4:WAGO	C41C4.3, lron-4	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008080:22G:C44B9.3:CSR	C44B9.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008085:22G:C44C10.4, smcl-1:CSR	C44C10.4, smcl-1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008085:22G:C44C10.4, smcl-1:CSR	C44C10.4, smcl-1	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008085:22G:C44C10.4, smcl-1:CSR	C44C10.4, smcl-1	1	18	3	0	L1	1	0	Low dose
22G	Gene:WBGene00008118:22G:C46F11.3, madf-8:CSR	C46F11.3, madf-8	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008122:22G:C47A4.1:CSR	C47A4.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00008132:22G:C47B2.6, gale-1:CSR	C47B2.6, gale-1	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008132:22G:C47B2.6, gale-1:CSR	C47B2.6, gale-1	2	16	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008171:22G:C48B4.8:CSR	C48B4.8	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008316:22G:C54G4.6, dod-18:WAGO	C54G4.6, dod-18	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008316:22G:C54G4.6, dod-18:WAGO	C54G4.6, dod-18	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008316:22G:C54G4.6, dod-18:WAGO	C54G4.6, dod-18	1	16	5	0	L1	1	0	Low dose
22G	Gene:WBGene00008339:22G:C55A6.10:CSR	C55A6.10	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00008371:22G:D1054.3:CSR	D1054.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008372:22G:D1054.5:WAGO	D1054.5	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008372:22G:D1054.5:WAGO	D1054.5	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008372:22G:D1054.5:WAGO	D1054.5	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008405:22G:D2013.9, ttll-12:CSR	D2013.9, ttll-12	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008443:22G:E01F3.1, pde-3:CSR	E01F3.1, pde-3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00008457:22G:E02H1.5:CSR	E02H1.5	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008458:22G:E02H1.6:CSR	E02H1.6	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008459:22G:E02H1.8, mrpl-53:CSR	E02H1.8, mrpl-53	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008459:22G:E02H1.8, mrpl-53:CSR	E02H1.8, mrpl-53	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00008464:22G:E02H4.6:CSR	E02H4.6	2	2	3	1	L1	0	1	Low dose
22G	Gene:WBGene00008464:22G:E02H4.6:CSR	E02H4.6	1	18	3	0	L1	0	1	Low dose
22G	Gene:WBGene00008527:22G:F02D10.7, set-8:WAGO	F02D10.7, set-8	2	6	9	1	L1	1	0	Low dose
22G	Gene:WBGene00008561:22G:F07H5.10:ALG, CSR	F07H5.10	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008561:22G:F07H5.10:ALG, CSR	F07H5.10	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008561:22G:F07H5.10:ALG, CSR	F07H5.10	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00008582:22G:F08G5.3:WAGO	F08G5.3	1	16	5	0	L1	1	0	Low dose
22G	Gene:WBGene00008641:22G:F10B5.5, pch-2:CSR	F10B5.5, pch-2	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008683:22G:F11A10.2, repo-1:CSR	F11A10.2, repo-1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008694:22G:F11C1.5, vwa-8:WAGO	F11C1.5, vwa-8	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008726:22G:F13A7.11:WAGO	F13A7.11	2	12	7	1	L1	1	0	Low dose
22G	Gene:WBGene00008745:22G:F13E6.1:CSR	F13E6.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00008760:22G:F13E9.11:WAGO	F13E9.11	2	2	1	1	L1	0	1	Low dose
22G	Gene:WBGene00008760:22G:F13E9.11:WAGO	F13E9.11	2	6	1	1	L1	0	1	Low dose
22G	Gene:WBGene00008765:22G:F13G3.5, ttx-7:CSR	F13G3.5, ttx-7	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008783:22G:F14B6.2:WAGO	F14B6.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008805:22G:F14F3.2, git-1:CSR	F14F3.2, git-1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00008822:22G:F14H3.3:CSR	F14H3.3	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008822:22G:F14H3.3:CSR	F14H3.3	2	6	1	1	L1	0	1	Low dose
22G	Gene:WBGene00008825:22G:F14H3.6:CSR	F14H3.6	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008860:22G:F15D4.3, romo-1:CSR	F15D4.3, romo-1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00008860:22G:F15D4.3, romo-1:CSR	F15D4.3, romo-1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00008915:22G:F17C11.4:CSR	F17C11.4	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00008915:22G:F17C11.4:CSR	F17C11.4	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008915:22G:F17C11.4:CSR	F17C11.4	1	20	1	0	L1	0	1	Low dose
22G	Gene:WBGene00008940:22G:F18H3.4:CSR	F18H3.4	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008940:22G:F18H3.4:CSR	F18H3.4	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008940:22G:F18H3.4:CSR	F18H3.4	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008949:22G:F19B6.3:WAGO	F19B6.3	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008949:22G:F19B6.3:WAGO	F19B6.3	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00008951:22G:F19C6.2:WAGO	F19C6.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009005:22G:F21C3.6:WAGO	F21C3.6	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009013:22G:F21D5.8, mrps-33:CSR	F21D5.8, mrps-33	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009013:22G:F21D5.8, mrps-33:CSR	F21D5.8, mrps-33	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009027:22G:F21G4.6:CSR	F21G4.6	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009027:22G:F21G4.6:CSR	F21G4.6	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009058:22G:F22E12.1:WAGO	F22E12.1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009058:22G:F22E12.1:WAGO	F22E12.1	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009061:22G:F22G12.1, pals-14:WAGO	F22G12.1, pals-14	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009063:NA:F22G12.3:unk	F22G12.3	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009063:NA:F22G12.3:unk	F22G12.3	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009126:22G:F25H5.3, pyk-1:ALG, WAGO	F25H5.3, pyk-1	2	4	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009126:22G:F25H5.3, pyk-1:ALG, WAGO	F25H5.3, pyk-1	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009126:22G:F25H5.3, pyk-1:ALG, WAGO	F25H5.3, pyk-1	2	16	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009140:22G:F26A3.1:CSR	F26A3.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009163:22G:drsh-1, F26E4.10:CSR	drsh-1, F26E4.10	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009176:22G:F26H9.4, nmat-2:CSR	F26H9.4, nmat-2	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009182:22G:F26H11.4:CSR	F26H11.4	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009201:22G:F28C1.3:CSR	F28C1.3	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009201:22G:F28C1.3:CSR	F28C1.3	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009202:22G:aptf-4, F28C6.1:CSR	aptf-4, F28C6.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009219:22G:dpm-3, F28D1.11:CSR	dpm-3, F28D1.11	2	16	1	1	L1	0	1	Low dose
22G	Gene:WBGene00009256:22G:F29F11.3, tut-2:CSR	F29F11.3, tut-2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009287:22G:F31C3.5, psf-2:CSR	F31C3.5, psf-2	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009288:22G:F31C3.6:WAGO	F31C3.6	2	4	1	1	L1	0	1	Low dose
22G	Gene:WBGene00009288:22G:F31C3.6:WAGO	F31C3.6	2	18	1	1	L1	0	1	Low dose
22G	Gene:WBGene00009299:22G:F31E9.6:WAGO	F31E9.6	2	14	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009300:22G:F31F6.1:CSR	F31F6.1	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009320:22G:F32B6.3, prp-18:CSR	F32B6.3, prp-18	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009323:22G:best-13, F32B6.9:WAGO	best-13, F32B6.9	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009323:22G:best-13, F32B6.9:WAGO	best-13, F32B6.9	1	16	5	0	L1	1	0	Low dose
22G	Gene:WBGene00009369:22G:F33H2.6:CSR	F33H2.6	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009385:22G:F35B12.5, sas-5:CSR	F35B12.5, sas-5	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009437:22G:F35G2.3:WAGO	F35G2.3	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009437:22G:F35G2.3:WAGO	F35G2.3	2	12	5	1	L1	1	0	Low dose
22G	Gene:WBGene00009444:22G:erh-2, F35G12.11:CSR	erh-2, F35G12.11	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009453:22G:F36A2.3:WAGO	F36A2.3	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009453:22G:F36A2.3:WAGO	F36A2.3	2	12	7	1	L1	1	0	Low dose
22G	Gene:WBGene00009541:22G:cutl-17, F38E11.4:WAGO	cutl-17, F38E11.4	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009561:22G:F39D8.3:WAGO	F39D8.3	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009606:22G:F40G12.11:CSR	F40G12.11	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009630:22G:F42E8.1:WAGO	F42E8.1	2	12	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009630:22G:F42E8.1:WAGO	F42E8.1	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009635:22G:F42F12.3:WAGO	F42F12.3	2	12	7	1	L1	1	0	Low dose
22G	Gene:WBGene00009660:22G:F43G6.8:WAGO	F43G6.8	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009665:22G:F43G9.2, lmd-1:WAGO	F43G9.2, lmd-1	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009695:22G:clp-8, F44F1.3:WAGO	clp-8, F44F1.3	2	6	1	1	L1	0	1	Low dose
22G	Gene:WBGene00009721:22G:F45D3.1:WAGO	F45D3.1	2	12	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009726:22G:F45E6.3, tbc-13:CSR	F45E6.3, tbc-13	2	2	3	1	L1	0	1	Low dose
22G	Gene:WBGene00009726:22G:F45E6.3, tbc-13:CSR	F45E6.3, tbc-13	2	18	1	1	L1	0	1	Low dose
22G	Gene:WBGene00009733:22G:F45G2.7:CSR	F45G2.7	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009771:22G:F46B6.6:CSR	F46B6.6	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009801:22G:F47A4.5, ipla-2:WAGO	F47A4.5, ipla-2	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009801:22G:F47A4.5, ipla-2:WAGO	F47A4.5, ipla-2	2	14	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009825:22G:F47G4.4:CSR	F47G4.4	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009825:22G:F47G4.4:CSR	F47G4.4	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009825:22G:F47G4.4:CSR	F47G4.4	1	20	1	0	L1	0	1	Low dose
22G	Gene:WBGene00009834:22G:F47H4.1, lsy-27:WAGO	F47H4.1, lsy-27	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009846:22G:F48F5.2:WAGO	F48F5.2	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009846:22G:F48F5.2:WAGO	F48F5.2	2	18	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009878:22G:F49C12.9:CSR	F49C12.9	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009921:22G:F52B5.2:CSR	F52B5.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009930:22G:F52D10.2:CSR	F52D10.2	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00009940:22G:F52F12.7, strl-1:CSR	F52F12.7, strl-1	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009962:22G:F53B6.7:ALG, WAGO	F53B6.7	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00009977:22G:F53C11.8, swan-1:CSR	F53C11.8, swan-1	2	4	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009977:22G:F53C11.8, swan-1:CSR	F53C11.8, swan-1	2	16	1	1	L1	1	0	Low dose
22G	Gene:WBGene00009994:22G:F53F4.12:CSR	F53F4.12	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010011:22G:F53H4.6:WAGO	F53H4.6	2	2	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010011:22G:F53H4.6:WAGO	F53H4.6	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010028:22G:F54B11.5:WAGO	F54B11.5	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010066:22G:F54F7.6:WAGO	F54F7.6	2	4	9	1	L1	1	0	Low dose
22G	Gene:WBGene00010066:22G:F54F7.6:WAGO	F54F7.6	2	16	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010111:22G:F55D12.2:WAGO	F55D12.2	2	4	3	1	L1	0	1	Low dose
22G	Gene:WBGene00010119:22G:F55G7.1:WAGO	F55G7.1	2	2	5	1	L1	1	0	Low dose
22G	Gene:WBGene00010119:22G:F55G7.1:WAGO	F55G7.1	2	12	7	1	L1	1	0	Low dose
22G	Gene:WBGene00010130:22G:F55H2.2, vha-14:ALG, CSR	F55H2.2, vha-14	2	6	1	1	L1	1	0	Low dose
22G	Gene:WBGene00010141:22G:F56A8.5:CSR	F56A8.5	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010177:22G:F57A8.1:WAGO	F57A8.1	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010194:22G:btb-19, F57C2.2:CSR	btb-19, F57C2.2	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010229:22G:F58A4.6:CSR	F58A4.6	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010229:22G:F58A4.6:CSR	F58A4.6	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010230:22G:F58A4.9, rpac-19:CSR	F58A4.9, rpac-19	2	8	3	1	L1	1	0	Low dose
22G	Gene:WBGene00010231:22G:F58B3.4:CSR	F58B3.4	1	20	1	0	L1	1	0	Low dose
22G	Gene:WBGene00010288:22G:F58H1.5:CSR	F58H1.5	1	20	1	0	L1	0	1	Low dose
