Data_type	names	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
22G	Gene:WBGene00000388:22G:cdc-25.3, ZK637.11:CSR	cdc-25.3, ZK637.11	2	4	3	1	C2	0	1	Control
22G	Gene:WBGene00000397:22G:cdh-5, F08B4.2:WAGO	cdh-5, F08B4.2	2	8	3	1	C2	1	0	Control
22G	Gene:WBGene00000397:22G:cdh-5, F08B4.2:WAGO	cdh-5, F08B4.2	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00000406:22G:cdk-4, F18H3.5:CSR	cdk-4, F18H3.5	2	12	1	1	C2	0	1	Control
22G	Gene:WBGene00000414:22G:cec-1, ZK1236.2:CSR	cec-1, ZK1236.2	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00000462:22G:ceh-41, T26C11.5:WAGO	ceh-41, T26C11.5	2	4	3	1	C2	1	0	Control
22G	Gene:WBGene00000462:22G:ceh-41, T26C11.5:WAGO	ceh-41, T26C11.5	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00000462:22G:ceh-41, T26C11.5:WAGO	ceh-41, T26C11.5	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00000463:22G:C28A5.4, ceh-43:WAGO	C28A5.4, ceh-43	1	18	3	0	C2	1	0	Control
22G	Gene:WBGene00000481:22G:cha-1, ZC416.8:WAGO	cha-1, ZC416.8	1	2	19	0	C2	0	1	Control
22G	Gene:WBGene00000482:22G:chd-3, T14G8.1:CSR, WAGO	chd-3, T14G8.1	2	4	13	1	C2	1	0	Control
22G	Gene:WBGene00000482:22G:chd-3, T14G8.1:CSR, WAGO	chd-3, T14G8.1	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00000509:22G:C28D4.2, cka-1:CSR	C28D4.2, cka-1	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00000535:22G:cpi-1, K08B4.6:WAGO	cpi-1, K08B4.6	2	4	3	1	C2	0	1	Control
22G	Gene:WBGene00000544:22G:clp-3, Y47H10A.1:WAGO	clp-3, Y47H10A.1	2	14	1	1	C2	0	1	Control
22G	Gene:WBGene00000544:22G:clp-3, Y47H10A.1:WAGO	clp-3, Y47H10A.1	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00000622:22G:col-45, F53G12.7:WAGO	col-45, F53G12.7	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00000622:22G:col-45, F53G12.7:WAGO	col-45, F53G12.7	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00000820:22G:csp-2, Y73B6BL.7:WAGO	csp-2, Y73B6BL.7	2	4	3	1	C2	1	0	Control
22G	Gene:WBGene00000820:22G:csp-2, Y73B6BL.7:WAGO	csp-2, Y73B6BL.7	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00000884:22G:cyn-8, D1009.2:CSR	cyn-8, D1009.2	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00000884:22G:cyn-8, D1009.2:CSR	cyn-8, D1009.2	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00000885:22G:cyn-9, T27D1.1:CSR	cyn-9, T27D1.1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00000894:22G:dab-1, M110.5:CSR	dab-1, M110.5	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00000900:22G:C05D2.1, daf-4:CSR	C05D2.1, daf-4	2	8	3	1	C2	1	0	Control
22G	Gene:WBGene00000900:22G:C05D2.1, daf-4:CSR	C05D2.1, daf-4	2	14	3	1	C2	1	0	Control
22G	Gene:WBGene00000900:22G:C05D2.1, daf-4:CSR	C05D2.1, daf-4	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00000950:22G:C47C12.6, deg-1:WAGO	C47C12.6, deg-1	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00000982:22G:dhs-19, T11F9.11:WAGO	dhs-19, T11F9.11	2	4	9	1	C2	1	0	Control
22G	Gene:WBGene00000988:22G:dhs-25, F09E10.3:CSR	dhs-25, F09E10.3	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00000988:22G:dhs-25, F09E10.3:CSR	dhs-25, F09E10.3	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00001033:22G:dnj-15, K08D10.2:CSR	dnj-15, K08D10.2	2	18	1	1	C2	0	1	Control
22G	Gene:WBGene00001037:22G:dnj-19, T05C3.5:ALG, CSR	dnj-19, T05C3.5	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001048:22G:dnj-30, Y71F9B.16:CSR	dnj-30, Y71F9B.16	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001060:22G:dpf-7, R11E3.7:CSR	dpf-7, R11E3.7	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001145:22G:C16C2.2, eat-16:WAGO	C16C2.2, eat-16	2	4	3	1	C2	1	0	Control
22G	Gene:WBGene00001145:22G:C16C2.2, eat-16:WAGO	C16C2.2, eat-16	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00001145:22G:C16C2.2, eat-16:WAGO	C16C2.2, eat-16	2	16	3	1	C2	1	0	Control
22G	Gene:WBGene00001148:22G:eat-20, H30A04.1:CSR	eat-20, H30A04.1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001151:22G:ech-2, F38H4.8:CSR	ech-2, F38H4.8	2	12	3	1	C2	1	0	Control
22G	Gene:WBGene00001155:22G:ech-6, T05G5.6:ALG, CSR	ech-6, T05G5.6	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001175:22G:C46F4.1, egl-6:CSR	C46F4.1, egl-6	2	4	3	1	C2	0	1	Control
22G	Gene:WBGene00001175:22G:C46F4.1, egl-6:CSR	C46F4.1, egl-6	2	10	1	1	C2	0	1	Control
22G	Gene:WBGene00001177:22G:B0348.4, egl-8:WAGO	B0348.4, egl-8	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00001189:22G:egl-21, F01D4.4:WAGO	egl-21, F01D4.4	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001193:22G:C23H3.1, egl-26:CSR	C23H3.1, egl-26	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001335:22G:F35A5.8:WAGO	F35A5.8	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00001335:22G:F35A5.8:WAGO	F35A5.8	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001358:22G:evl-20, F22B5.1:CSR	evl-20, F22B5.1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001394:22G:fat-2, W02A2.1:WAGO	fat-2, W02A2.1	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00001396:22G:fat-4, T13F2.1:CSR	fat-4, T13F2.1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001436:22G:C29F7.5, fkh-4:CSR	C29F7.5, fkh-4	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00001436:22G:C29F7.5, fkh-4:CSR	C29F7.5, fkh-4	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00001468:22G:F09B12.6, flr-4:WAGO	F09B12.6, flr-4	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00001468:22G:F09B12.6, flr-4:WAGO	F09B12.6, flr-4	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00001482:22G:fog-2, Y113G7B.5:CSR	fog-2, Y113G7B.5	2	2	1	1	C2	1	0	Control
22G	Gene:WBGene00001484:22G:fox-1, T07D1.4:CSR	fox-1, T07D1.4	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00001486:22G:F59G1.7, frh-1:CSR	F59G1.7, frh-1	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00001548:22G:gcy-23, T26C12.4:WAGO	gcy-23, T26C12.4	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00001548:22G:gcy-23, T26C12.4:WAGO	gcy-23, T26C12.4	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00001579:22G:F56A11.1, gex-2:CSR	F56A11.1, gex-2	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001583:22G:gfi-3, M163.4:WAGO	gfi-3, M163.4	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00001590:22G:C45G3.3, lipt-1:CSR	C45G3.3, lipt-1	2	2	5	1	C2	1	0	Control
22G	Gene:WBGene00001590:22G:C45G3.3, lipt-1:CSR	C45G3.3, lipt-1	2	10	3	1	C2	1	0	Control
22G	Gene:WBGene00001590:22G:C45G3.3, lipt-1:CSR	C45G3.3, lipt-1	2	16	3	1	C2	1	0	Control
22G	Gene:WBGene00001602:22G:C45B2.5, gln-1:CSR	C45B2.5, gln-1	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00001602:22G:C45B2.5, gln-1:CSR	C45B2.5, gln-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001615:22G:C06A8.9, glr-4:WAGO	C06A8.9, glr-4	2	2	1	1	C2	1	0	Control
22G	Gene:WBGene00001635:22G:gly-10, Y45F10D.3:ALG, CSR	gly-10, Y45F10D.3	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001638:22G:B0416.6, gly-13:WAGO	B0416.6, gly-13	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00001638:22G:B0416.6, gly-13:WAGO	B0416.6, gly-13	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00001638:22G:B0416.6, gly-13:WAGO	B0416.6, gly-13	2	16	3	1	C2	1	0	Control
22G	Gene:WBGene00001639:22G:gly-14, M01F1.1:WAGO	gly-14, M01F1.1	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00001647:22G:gna-2, T23G11.2:CSR	gna-2, T23G11.2	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00001649:22G:gob-1, H13N06.3:CSR	gob-1, H13N06.3	2	12	1	1	C2	0	1	Control
22G	Gene:WBGene00001666:22G:gpa-4, T07A9.7:WAGO	gpa-4, T07A9.7	2	10	3	1	C2	1	0	Control
22G	Gene:WBGene00001708:22G:F19C6.1, grk-1:CSR	F19C6.1, grk-1	2	2	1	1	C2	1	0	Control
22G	Gene:WBGene00001708:22G:F19C6.1, grk-1:CSR	F19C6.1, grk-1	2	12	3	1	C2	1	0	Control
22G	Gene:WBGene00001736:22G:F40C5.3, grl-27:WAGO	F40C5.3, grl-27	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00001743:22G:grp-1, K06H7.4:CSR	grp-1, K06H7.4	2	2	1	1	C2	1	0	Control
22G	Gene:WBGene00001743:22G:grp-1, K06H7.4:CSR	grp-1, K06H7.4	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00001747:22G:F29F11.6, gsp-1:CSR	F29F11.6, gsp-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00001758:22G:gst-10, Y45G12C.2:WAGO	gst-10, Y45G12C.2	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00001758:22G:gst-10, Y45G12C.2:WAGO	gst-10, Y45G12C.2	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00001851:22G:F38A6.3, hif-1:CSR	F38A6.3, hif-1	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00001905:22G:F17E9.12, his-31:WAGO	F17E9.12, his-31	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00001950:22G:hlh-3, T24B8.6:CSR	hlh-3, T24B8.6	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00001972:22G:F47D12.4, hmg-1.2:CSR	F47D12.4, hmg-1.2	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00002002:22G:hsb-1, K08E7.2:CSR	hsb-1, K08E7.2	2	12	3	1	C2	1	0	Control
22G	Gene:WBGene00002062:22G:C05D9.5, ife-4:CSR	C05D9.5, ife-4	2	12	1	1	C2	0	1	Control
22G	Gene:WBGene00002062:22G:C05D9.5, ife-4:CSR	C05D9.5, ife-4	1	18	3	0	C2	0	1	Control
22G	Gene:WBGene00002065:22G:F54C9.1, iff-2:WAGO	F54C9.1, iff-2	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00002081:22G:F54G8.3, ina-1:WAGO	F54G8.3, ina-1	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00002177:22G:F35C8.3, jkk-1:WAGO	F35C8.3, jkk-1	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00002177:22G:F35C8.3, jkk-1:WAGO	F35C8.3, jkk-1	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00002181:22G:K03D10.1, kal-1:WAGO	K03D10.1, kal-1	2	4	5	1	C2	1	0	Control
22G	Gene:WBGene00002181:22G:K03D10.1, kal-1:WAGO	K03D10.1, kal-1	2	12	5	1	C2	1	0	Control
22G	Gene:WBGene00002196:22G:kin-10, T01G9.6:CSR	kin-10, T01G9.6	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00002196:22G:kin-10, T01G9.6:CSR	kin-10, T01G9.6	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00002215:22G:C18C4.10, klc-2:CSR	C18C4.10, klc-2	2	4	15	1	C2	1	0	Control
22G	Gene:WBGene00002220:22G:C15C7.2, gcc-1:WAGO	C15C7.2, gcc-1	2	4	5	1	C2	1	0	Control
22G	Gene:WBGene00002220:22G:C15C7.2, gcc-1:WAGO	C15C7.2, gcc-1	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00002220:22G:C15C7.2, gcc-1:WAGO	C15C7.2, gcc-1	1	16	5	0	C2	1	0	Control
22G	Gene:WBGene00002247:22G:lam-1, W03F8.5:CSR	lam-1, W03F8.5	2	2	1	1	C2	1	0	Control
22G	Gene:WBGene00002247:22G:lam-1, W03F8.5:CSR	lam-1, W03F8.5	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00002247:22G:lam-1, W03F8.5:CSR	lam-1, W03F8.5	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00002247:22G:lam-1, W03F8.5:CSR	lam-1, W03F8.5	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00002264:22G:lec-1, W09H1.6:WAGO	lec-1, W09H1.6	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00002324:22G:let-49, Y54E5B.3:CSR	let-49, Y54E5B.3	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00002982:22G:B0336.8, lgg-3:CSR	B0336.8, lgg-3	2	4	3	1	C2	1	0	Control
22G	Gene:WBGene00002996:22G:lin-7, Y54G11A.10:CSR	lin-7, Y54G11A.10	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003011:22G:F56H9.5, lin-25:WAGO	F56H9.5, lin-25	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00003064:22G:lpd-8, R10H10.1:CSR	lpd-8, R10H10.1	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00003064:22G:lpd-8, R10H10.1:CSR	lpd-8, R10H10.1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003066:22G:lpl-1, ZC410.7:WAGO	lpl-1, ZC410.7	2	12	3	1	C2	1	0	Control
22G	Gene:WBGene00003081:22G:lsm-7, ZK593.7:CSR	lsm-7, ZK593.7	1	20	1	0	C2	0	1	Control
22G	Gene:WBGene00003082:22G:lsm-8, Y73B6BL.32:CSR	lsm-8, Y73B6BL.32	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003084:22G:lst-2, R160.7:CSR	lst-2, R160.7	2	16	1	1	C2	0	1	Control
22G	Gene:WBGene00003151:22G:mca-1, W09C2.3:CSR	mca-1, W09C2.3	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003161:22G:mdf-2, Y69A2AR.30:CSR	mdf-2, Y69A2AR.30	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003182:22G:mef-2, W10D5.1:WAGO	mef-2, W10D5.1	1	18	3	0	C2	1	0	Control
22G	Gene:WBGene00003239:22G:C35C5.4, mig-2:CSR	C35C5.4, mig-2	2	2	1	1	C2	1	0	Control
22G	Gene:WBGene00003239:22G:C35C5.4, mig-2:CSR	C35C5.4, mig-2	2	12	3	1	C2	1	0	Control
22G	Gene:WBGene00003239:22G:C35C5.4, mig-2:CSR	C35C5.4, mig-2	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00003254:22G:mig-23, R07E4.4:CSR	mig-23, R07E4.4	2	10	5	1	C2	1	0	Control
22G	Gene:WBGene00003372:22G:C56G7.1, mlc-4:CSR	C56G7.1, mlc-4	2	14	3	1	C2	1	0	Control
22G	Gene:WBGene00003372:22G:C56G7.1, mlc-4:CSR	C56G7.1, mlc-4	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00003390:22G:H20J04.8, mog-2:CSR	H20J04.8, mog-2	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003411:22G:F14F4.3, mrp-5:WAGO	F14F4.3, mrp-5	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00003411:22G:F14F4.3, mrp-5:WAGO	F14F4.3, mrp-5	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00003411:22G:F14F4.3, mrp-5:WAGO	F14F4.3, mrp-5	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00003423:22G:msi-1, R10E9.1:CSR	msi-1, R10E9.1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003517:22G:F31F6.6, nac-1:WAGO	F31F6.6, nac-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003520:22G:F45G2.1, nas-1:WAGO	F45G2.1, nas-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003523:22G:C05D11.6, nas-4:WAGO	C05D11.6, nas-4	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00003593:22G:F42A10.2, nfm-1:WAGO	F42A10.2, nfm-1	1	8	13	0	C2	1	0	Control
22G	Gene:WBGene00003601:22G:C32F10.6, nhr-2:CSR	C32F10.6, nhr-2	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003602:22G:H01A20.1, nhr-3:WAGO	H01A20.1, nhr-3	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00003603:22G:F32B6.1, nhr-4:CSR	F32B6.1, nhr-4	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00003612:22G:nhr-13, Y5H2B.2:CSR	nhr-13, Y5H2B.2	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00003612:22G:nhr-13, Y5H2B.2:CSR	nhr-13, Y5H2B.2	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003612:22G:nhr-13, Y5H2B.2:CSR	nhr-13, Y5H2B.2	1	18	3	0	C2	1	0	Control
22G	Gene:WBGene00003627:22G:F58G6.5, nhr-34:CSR	F58G6.5, nhr-34	2	14	3	1	C2	1	0	Control
22G	Gene:WBGene00003637:22G:C24G6.4, nhr-47:WAGO	C24G6.4, nhr-47	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00003637:22G:C24G6.4, nhr-47:WAGO	C24G6.4, nhr-47	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003674:22G:nhr-84, T06C12.7:WAGO	nhr-84, T06C12.7	2	2	11	1	C2	1	0	Control
22G	Gene:WBGene00003674:22G:nhr-84, T06C12.7:WAGO	nhr-84, T06C12.7	1	16	5	0	C2	1	0	Control
22G	Gene:WBGene00003685:22G:nhr-95, Y39B6A.17:WAGO	nhr-95, Y39B6A.17	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00003685:22G:nhr-95, Y39B6A.17:WAGO	nhr-95, Y39B6A.17	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00003690:22G:C28D4.1, nhr-100:CSR	C28D4.1, nhr-100	2	2	5	1	C2	0	1	Control
22G	Gene:WBGene00003690:22G:C28D4.1, nhr-100:CSR	C28D4.1, nhr-100	2	16	3	1	C2	0	1	Control
22G	Gene:WBGene00003750:22G:M01D7.5, nlp-12:WAGO	M01D7.5, nlp-12	2	8	3	1	C2	1	0	Control
22G	Gene:WBGene00003750:22G:M01D7.5, nlp-12:WAGO	M01D7.5, nlp-12	2	16	3	1	C2	1	0	Control
22G	Gene:WBGene00003815:22G:F22D6.3, nars-1:CSR	F22D6.3, nars-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003822:22G:F59A6.1, nsy-1:CSR	F59A6.1, nsy-1	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00003822:22G:F59A6.1, nsy-1:CSR	F59A6.1, nsy-1	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00003836:22G:nxt-1, Y71F9AM.5:CSR	nxt-1, Y71F9AM.5	2	14	3	1	C2	1	0	Control
22G	Gene:WBGene00003848:22G:odr-1, R01E6.1:WAGO	odr-1, R01E6.1	2	10	7	1	C2	1	0	Control
22G	Gene:WBGene00003883:22G:osm-1, T27B1.1:WAGO	osm-1, T27B1.1	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00003883:22G:osm-1, T27B1.1:WAGO	osm-1, T27B1.1	2	14	3	1	C2	1	0	Control
22G	Gene:WBGene00003911:22G:C09B8.7, pak-1:WAGO	C09B8.7, pak-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003965:22G:H42K12.1, pdk-1:CSR	H42K12.1, pdk-1	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00003970:22G:F46C3.1, pek-1:WAGO	F46C3.1, pek-1	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00003970:22G:F46C3.1, pek-1:WAGO	F46C3.1, pek-1	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00003970:22G:F46C3.1, pek-1:WAGO	F46C3.1, pek-1	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00003975:22G:pen-2, T28D6.9:CSR	pen-2, T28D6.9	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00003983:22G:pes-10, Y46G5A.27:CSR	pes-10, Y46G5A.27	2	2	1	1	C2	1	0	Control
22G	Gene:WBGene00003983:22G:pes-10, Y46G5A.27:CSR	pes-10, Y46G5A.27	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00003983:22G:pes-10, Y46G5A.27:CSR	pes-10, Y46G5A.27	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00004035:22G:pkd-2, Y73F8A.1:WAGO	pkd-2, Y73F8A.1	2	8	3	1	C2	1	0	Control
22G	Gene:WBGene00004035:22G:pkd-2, Y73F8A.1:WAGO	pkd-2, Y73F8A.1	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00004035:22G:pkd-2, Y73F8A.1:WAGO	pkd-2, Y73F8A.1	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00004049:22G:parp-1, Y71F9AL.18:CSR	parp-1, Y71F9AL.18	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00004056:22G:F42G8.3, pmk-2:WAGO	F42G8.3, pmk-2	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00004109:22G:C34G6.7, stam-1:ALG, CSR	C34G6.7, stam-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00004120:22G:F29C12.1, pqn-32:WAGO	F29C12.1, pqn-32	2	8	7	1	C2	1	0	Control
22G	Gene:WBGene00004120:22G:F29C12.1, pqn-32:WAGO	F29C12.1, pqn-32	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00004148:22G:pqn-65, T13H2.4:WAGO	pqn-65, T13H2.4	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00004191:22G:C11H1.4, prx-1:WAGO	C11H1.4, prx-1	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00004191:22G:C11H1.4, prx-1:WAGO	C11H1.4, prx-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00004192:22G:prx-2, ZK809.7:CSR	prx-2, ZK809.7	2	10	1	1	C2	0	1	Control
22G	Gene:WBGene00004192:22G:prx-2, ZK809.7:CSR	prx-2, ZK809.7	2	16	1	1	C2	0	1	Control
22G	Gene:WBGene00004205:22G:F29B9.4, psr-1:CSR	F29B9.4, psr-1	2	4	3	1	C2	1	0	Control
22G	Gene:WBGene00004205:22G:F29B9.4, psr-1:CSR	F29B9.4, psr-1	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00004210:22G:ptc-3, Y110A2AL.8:WAGO	ptc-3, Y110A2AL.8	2	10	3	1	C2	1	0	Control
22G	Gene:WBGene00004210:22G:ptc-3, Y110A2AL.8:WAGO	ptc-3, Y110A2AL.8	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00004245:22G:puf-9, W06B11.2:WAGO	puf-9, W06B11.2	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00004273:22G:rab-10, T23H2.5:CSR	rab-10, T23H2.5	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00004273:22G:rab-10, T23H2.5:CSR	rab-10, T23H2.5	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00004273:22G:rab-10, T23H2.5:CSR	rab-10, T23H2.5	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00004276:22G:K09A9.2, rab-14:CSR	K09A9.2, rab-14	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00004276:22G:K09A9.2, rab-14:CSR	K09A9.2, rab-14	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00004334:22G:ref-1, T01E8.2:CSR	ref-1, T01E8.2	2	10	5	1	C2	1	0	Control
22G	Gene:WBGene00004334:22G:ref-1, T01E8.2:CSR	ref-1, T01E8.2	1	20	1	0	C2	1	0	Control
22G	Gene:WBGene00004356:22G:F46H6.1, rhi-1:CSR	F46H6.1, rhi-1	2	2	1	1	C2	1	0	Control
22G	Gene:WBGene00004356:22G:F46H6.1, rhi-1:CSR	F46H6.1, rhi-1	1	12	9	0	C2	1	0	Control
22G	Gene:WBGene00004381:22G:C16C10.7, rnf-5:CSR	C16C10.7, rnf-5	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00004423:22G:F07D10.1, rpl-11.2:WAGO	F07D10.1, rpl-11.2	2	10	5	1	C2	1	0	Control
22G	Gene:WBGene00004423:22G:F07D10.1, rpl-11.2:WAGO	F07D10.1, rpl-11.2	2	18	1	1	C2	1	0	Control
22G	Gene:WBGene00004443:22G:B0513.3, rpl-29:CSR	B0513.3, rpl-29	2	10	1	1	C2	1	0	Control
22G	Gene:WBGene00004443:22G:B0513.3, rpl-29:CSR	B0513.3, rpl-29	2	16	1	1	C2	1	0	Control
22G	Gene:WBGene00004444:22G:rpl-30, Y106G6H.3:CSR	rpl-30, Y106G6H.3	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00004449:22G:rpl-35, ZK652.4:CSR	rpl-35, ZK652.4	2	4	9	1	C2	0	1	Control
22G	Gene:WBGene00004449:22G:rpl-35, ZK652.4:CSR	rpl-35, ZK652.4	1	16	5	0	C2	0	1	Control
22G	Gene:WBGene00004470:22G:F56F3.5, rps-1:CSR	F56F3.5, rps-1	2	14	3	1	C2	1	0	Control
22G	Gene:WBGene00004509:22G:M01G12.12, rrf-2:WAGO	M01G12.12, rrf-2	2	12	1	1	C2	1	0	Control
22G	Gene:WBGene00004723:22G:C08B11.5, sap-49:CSR	C08B11.5, sap-49	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00004749:22G:F57C7.3, sdn-1:CSR	F57C7.3, sdn-1	2	4	3	1	C2	0	1	Control
22G	Gene:WBGene00004749:22G:F57C7.3, sdn-1:CSR	F57C7.3, sdn-1	2	14	1	1	C2	1	0	Control
22G	Gene:WBGene00004766:22G:sel-9, W02D7.7:CSR	sel-9, W02D7.7	2	8	1	1	C2	1	0	Control
22G	Gene:WBGene00004769:22G:F35H12.3, sel-12:CSR	F35H12.3, sel-12	2	4	3	1	C2	1	0	Control
