gene_name	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
MIMAT0000001:NA:let-7-5p:miRNA	miRNA	1	20	1	0	C1	1	0	Control
MIMAT0000002:NA:lin-4-5p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0000002:NA:lin-4-5p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0000002:NA:lin-4-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000003:NA:miR-1-3p:miRNA	miRNA	2	10	5	1	C1	0	1	Control
MIMAT0000003:NA:miR-1-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000004:NA:miR-2-3p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0000004:NA:miR-2-3p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000004:NA:miR-2-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000005:NA:miR-34-5p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0000006:NA:miR-35-3p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0000007:NA:miR-36-3p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0000007:NA:miR-36-3p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000007:NA:miR-36-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000008:NA:miR-37-3p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0000009:NA:miR-38-3p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0000009:NA:miR-38-3p:miRNA	miRNA	2	6	9	1	C1	0	1	Control
MIMAT0000009:NA:miR-38-3p:miRNA	miRNA	1	18	3	0	C1	0	1	Control
MIMAT0000011:NA:miR-40-3p:miRNA	miRNA	2	2	3	1	C1	1	0	Control
MIMAT0000011:NA:miR-40-3p:miRNA	miRNA	2	8	1	1	C1	1	0	Control
MIMAT0000011:NA:miR-40-3p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0000012:NA:miR-41-3p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0000013:NA:miR-42-3p:miRNA	miRNA	2	2	3	1	C1	1	0	Control
MIMAT0000013:NA:miR-42-3p:miRNA	miRNA	2	8	1	1	C1	1	0	Control
MIMAT0000013:NA:miR-42-3p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0000013:NA:miR-42-3p:miRNA	miRNA	1	20	1	0	C1	1	0	Control
MIMAT0000014:NA:miR-43-3p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0000020:NA:miR-49-3p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0000020:NA:miR-49-3p:miRNA	miRNA	2	8	1	1	C1	1	0	Control
MIMAT0000022:NA:miR-51-5p:miRNA	miRNA	1	2	19	0	C1	1	0	Control
MIMAT0000025:NA:miR-54-3p:miRNA	miRNA	2	4	5	1	C1	0	1	Control
MIMAT0000025:NA:miR-54-3p:miRNA	miRNA	2	12	7	1	C1	0	1	Control
MIMAT0000026:NA:miR-55-3p:miRNA	miRNA	1	2	19	0	C1	1	0	Control
MIMAT0000027:NA:miR-56-5p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0000027:NA:miR-56-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000027:NA:miR-56-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000028:NA:miR-56-3p:miRNA	miRNA	1	2	19	0	C1	1	0	Control
MIMAT0000030:NA:miR-58a-3p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0000030:NA:miR-58a-3p:miRNA	miRNA	2	10	5	1	C1	0	1	Control
MIMAT0000031:NA:miR-59-3p:miRNA	miRNA	2	2	13	1	C1	0	1	Control
MIMAT0000031:NA:miR-59-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000032:NA:miR-60-3p:miRNA	miRNA	2	6	9	1	C1	0	1	Control
MIMAT0000032:NA:miR-60-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000034:NA:miR-62:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0000036:NA:miR-64-5p:miRNA	miRNA	2	2	3	1	C1	1	0	Control
MIMAT0000037:NA:miR-65-5p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0000037:NA:miR-65-5p:miRNA	miRNA	2	6	3	1	C1	1	0	Control
MIMAT0000039:NA:miR-67-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0000039:NA:miR-67-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000042:NA:miR-70-3p:miRNA	miRNA	2	8	1	1	C1	1	0	Control
MIMAT0000042:NA:miR-70-3p:miRNA	miRNA	1	20	1	0	C1	1	0	Control
MIMAT0000043:NA:miR-71-5p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0000043:NA:miR-71-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000043:NA:miR-71-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0000047:NA:miR-75-3p:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0000047:NA:miR-75-3p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0000049:NA:miR-77-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0000051:NA:miR-79-3p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0000057:NA:miR-84-5p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0000057:NA:miR-84-5p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0000057:NA:miR-84-5p:miRNA	miRNA	2	14	5	1	C1	0	1	Control
MIMAT0000058:NA:miR-85-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0000282:NA:miR-124-3p:miRNA	miRNA	2	6	13	1	C1	0	1	Control
MIMAT0000283:NA:miR-228-5p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0000285:NA:miR-230-3p:miRNA	miRNA	2	8	1	1	C1	1	0	Control
MIMAT0000286:NA:miR-231-3p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0000286:NA:miR-231-3p:miRNA	miRNA	2	6	9	1	C1	0	1	Control
MIMAT0000286:NA:miR-231-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000287:NA:miR-232-3p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0000291:NA:miR-236-3p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0000291:NA:miR-236-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0000291:NA:miR-236-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000294:NA:miR-239a-5p:miRNA	miRNA	1	4	17	0	C1	0	1	Control
MIMAT0000295:NA:miR-239b-5p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0000297:NA:miR-241-5p:miRNA	miRNA	2	2	7	1	C1	1	0	Control
MIMAT0000298:NA:miR-242:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0000298:NA:miR-242:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000302:NA:miR-246-3p:miRNA	miRNA	2	10	1	1	C1	0	1	Control
MIMAT0000302:NA:miR-246-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0000302:NA:miR-246-3p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0000303:NA:miR-247-3p:miRNA	miRNA	2	14	3	1	C1	0	1	Control
MIMAT0000305:NA:miR-249-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0000305:NA:miR-249-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0000305:NA:miR-249-3p:miRNA	miRNA	2	12	7	1	C1	0	1	Control
MIMAT0000306:NA:miR-250-3p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0000306:NA:miR-250-3p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0000306:NA:miR-250-3p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000306:NA:miR-250-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000307:NA:miR-251:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0000307:NA:miR-251:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0000307:NA:miR-251:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000308:NA:miR-252-5p:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0000314:NA:miR-259-5p:miRNA	miRNA	2	4	11	1	C1	0	1	Control
MIMAT0000314:NA:miR-259-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0000697:NA:miR-355-5p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0000697:NA:miR-355-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000699:NA:miR-357-3p:miRNA	miRNA	2	2	5	1	C1	1	0	Control
MIMAT0000699:NA:miR-357-3p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0000700:NA:miR-358-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0000701:NA:miR-359:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0000749:NA:lsy-6-3p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0000768:NA:miR-392-3p:miRNA	miRNA	2	4	5	1	C1	0	1	Control
MIMAT0000768:NA:miR-392-3p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0000768:NA:miR-392-3p:miRNA	miRNA	1	18	3	0	C1	0	1	Control
MIMAT0004215:NA:miR-253-3p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0004216:NA:miR-255-3p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0004220:NA:miR-785-3p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0004220:NA:miR-785-3p:miRNA	miRNA	2	10	5	1	C1	0	1	Control
MIMAT0004221:NA:miR-786-3p:miRNA	miRNA	2	2	7	1	C1	1	0	Control
MIMAT0004221:NA:miR-786-3p:miRNA	miRNA	2	12	3	1	C1	1	0	Control
MIMAT0004221:NA:miR-786-3p:miRNA	miRNA	1	20	1	0	C1	1	0	Control
MIMAT0004222:NA:miR-787-3p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0004225:NA:miR-790-5p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0004227:NA:miR-792-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0004227:NA:miR-792-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0004228:NA:miR-793:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0004229:NA:miR-794-5p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0004230:NA:miR-795-5p:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0004231:NA:miR-796:miRNA	miRNA	2	2	3	1	C1	1	0	Control
MIMAT0004232:NA:miR-797-5p:miRNA	miRNA	2	2	7	1	C1	1	0	Control
MIMAT0004232:NA:miR-797-5p:miRNA	miRNA	2	12	1	1	C1	1	0	Control
MIMAT0004232:NA:miR-797-5p:miRNA	miRNA	1	16	5	0	C1	1	0	Control
MIMAT0004234:NA:miR-799:miRNA	miRNA	2	10	1	1	C1	0	1	Control
MIMAT0004234:NA:miR-799:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0005033:NA:miR-1020-3p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0005033:NA:miR-1020-3p:miRNA	miRNA	2	10	5	1	C1	0	1	Control
MIMAT0005033:NA:miR-1020-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0005523:NA:miR-1022-5p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0005822:NA:miR-1019-5p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0005822:NA:miR-1019-5p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0005822:NA:miR-1019-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0006584:NA:miR-1817:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0006587:NA:miR-1820-5p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0006588:NA:miR-1821-3p:miRNA	miRNA	2	4	11	1	C1	0	1	Control
MIMAT0006590:NA:miR-1823-3p:miRNA	miRNA	2	12	1	1	C1	0	1	Control
MIMAT0006591:NA:miR-1824-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0006768:NA:miR-1828:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0006770:NA:miR-1829b-5p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0006774:NA:miR-1832a-3p:miRNA	miRNA	2	14	1	1	C1	1	0	Control
MIMAT0006776:NA:miR-58b-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0011429:NA:miR-2208b-5p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0011429:NA:miR-2208b-5p:miRNA	miRNA	2	6	1	1	C1	1	0	Control
MIMAT0011434:NA:miR-2209c-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0011434:NA:miR-2209c-3p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0011434:NA:miR-2209c-3p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0011439:NA:miR-2212-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0011446:NA:miR-2215-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0011447:NA:miR-2216-5p:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0011448:NA:miR-2216-3p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0011449:NA:miR-1832b-5p:miRNA	miRNA	2	6	3	1	C1	1	0	Control
MIMAT0011449:NA:miR-1832b-5p:miRNA	miRNA	2	12	1	1	C1	1	0	Control
MIMAT0011449:NA:miR-1832b-5p:miRNA	miRNA	2	18	1	1	C1	1	0	Control
MIMAT0011452:NA:miR-2217a-3p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0011452:NA:miR-2217a-3p:miRNA	miRNA	2	6	1	1	C1	1	0	Control
MIMAT0011452:NA:miR-2217a-3p:miRNA	miRNA	2	10	3	1	C1	1	0	Control
MIMAT0011454:NA:miR-2209b-3p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0011454:NA:miR-2209b-3p:miRNA	miRNA	2	10	1	1	C1	1	0	Control
MIMAT0011460:NA:miR-2219-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0011460:NA:miR-2219-3p:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0011462:NA:miR-2220-3p:miRNA	miRNA	2	2	17	1	C1	0	1	Control
MIMAT0015097:NA:miR-47-5p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0015098:NA:miR-48-3p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0015098:NA:miR-48-3p:miRNA	miRNA	2	10	1	1	C1	1	0	Control
MIMAT0015099:NA:miR-51-3p:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0015100:NA:miR-58a-5p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0015100:NA:miR-58a-5p:miRNA	miRNA	2	12	1	1	C1	1	0	Control
MIMAT0015102:NA:miR-60-5p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0015102:NA:miR-60-5p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0015102:NA:miR-60-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0015104:NA:miR-63-5p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0015104:NA:miR-63-5p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0015104:NA:miR-63-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0015105:NA:miR-64-3p:miRNA	miRNA	2	6	1	1	C1	1	0	Control
MIMAT0015106:NA:miR-65-3p:miRNA	miRNA	2	2	11	1	C1	1	0	Control
MIMAT0015106:NA:miR-65-3p:miRNA	miRNA	2	16	3	1	C1	1	0	Control
MIMAT0015107:NA:miR-71-3p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0015107:NA:miR-71-3p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0015107:NA:miR-71-3p:miRNA	miRNA	1	12	9	0	C1	0	1	Control
MIMAT0015108:NA:miR-75-5p:miRNA	miRNA	2	6	9	1	C1	0	1	Control
MIMAT0015108:NA:miR-75-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0015110:NA:miR-84-3p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0015110:NA:miR-84-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0015114:NA:miR-238-5p:miRNA	miRNA	2	2	15	1	C1	0	1	Control
MIMAT0015114:NA:miR-238-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0015121:NA:miR-360-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0015240:NA:miR-788-3p:miRNA	miRNA	2	10	1	1	C1	0	1	Control
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0019988:NA:miR-4806-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0019989:NA:miR-4806-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0019989:NA:miR-4806-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0019990:NA:miR-4807:miRNA	miRNA	2	8	7	1	C1	0	1	Control
MIMAT0019992:NA:miR-4808-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0019992:NA:miR-4808-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0019992:NA:miR-4808-3p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0019994:NA:miR-4809-3p:miRNA	miRNA	2	8	1	1	C1	1	0	Control
MIMAT0019994:NA:miR-4809-3p:miRNA	miRNA	1	20	1	0	C1	1	0	Control
MIMAT0019999:NA:miR-4812-3p:miRNA	miRNA	2	6	1	1	C1	1	0	Control
MIMAT0020000:NA:miR-4813-5p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0020001:NA:miR-4813-3p:miRNA	miRNA	2	12	1	1	C1	0	1	Control
MIMAT0020002:NA:miR-4814-5p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0020002:NA:miR-4814-5p:miRNA	miRNA	2	10	1	1	C1	0	1	Control
MIMAT0020002:NA:miR-4814-5p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0020005:NA:miR-4816-5p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0020005:NA:miR-4816-5p:miRNA	miRNA	1	6	15	0	C1	0	1	Control
MIMAT0020006:NA:miR-4816-3p:miRNA	miRNA	2	4	5	1	C1	0	1	Control
MIMAT0020006:NA:miR-4816-3p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0020126:NA:miR-4920:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0020126:NA:miR-4920:miRNA	miRNA	2	6	11	1	C1	0	1	Control
MIMAT0020130:NA:miR-4924:miRNA	miRNA	2	12	1	1	C1	0	1	Control
MIMAT0020132:NA:miR-4925:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0020133:NA:miR-4926:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0020135:NA:miR-4929:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0020135:NA:miR-4929:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0020135:NA:miR-4929:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0020143:NA:miR-4937:miRNA	miRNA	2	10	1	1	C1	0	1	Control
MIMAT0020301:NA:miR-1-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0020302:NA:miR-2-5p:miRNA	miRNA	1	2	19	0	C1	0	1	Control
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	2	4	3	1	C1	0	1	Control
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	2	10	5	1	C1	0	1	Control
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0020305:NA:miR-38-5p:miRNA	miRNA	2	18	1	1	C1	1	0	Control
MIMAT0020307:NA:miR-40-5p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0020307:NA:miR-40-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0020307:NA:miR-40-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0020308:NA:miR-43-5p:miRNA	miRNA	2	2	13	1	C1	0	1	Control
MIMAT0020308:NA:miR-43-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0020310:NA:miR-50-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0020310:NA:miR-50-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0020310:NA:miR-50-3p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0020311:NA:miR-52-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0020313:NA:miR-55-5p:miRNA	miRNA	2	6	1	1	C1	0	1	Control
MIMAT0020313:NA:miR-55-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0020313:NA:miR-55-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0020315:NA:miR-66-3p:miRNA	miRNA	2	12	1	1	C1	0	1	Control
MIMAT0020315:NA:miR-66-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0020316:NA:miR-67-5p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0020316:NA:miR-67-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0020327:NA:miR-228-3p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0020328:NA:miR-231-5p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0020328:NA:miR-231-5p:miRNA	miRNA	2	6	9	1	C1	0	1	Control
MIMAT0020331:NA:miR-235-5p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0020331:NA:miR-235-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0020331:NA:miR-235-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0020333:NA:miR-237-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0020334:NA:miR-239a-3p:miRNA	miRNA	2	12	7	1	C1	0	1	Control
MIMAT0020335:NA:miR-241-3p:miRNA	miRNA	2	2	1	1	C1	1	0	Control
MIMAT0020337:NA:miR-246-5p:miRNA	miRNA	2	6	1	1	C1	1	0	Control
MIMAT0020337:NA:miR-246-5p:miRNA	miRNA	1	20	1	0	C1	1	0	Control
MIMAT0020341:NA:miR-255-5p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0020341:NA:miR-255-5p:miRNA	miRNA	2	6	9	1	C1	0	1	Control
MIMAT0020342:NA:miR-259-3p:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0020342:NA:miR-259-3p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0020342:NA:miR-259-3p:miRNA	miRNA	2	14	3	1	C1	0	1	Control
MIMAT0020343:NA:miR-357-5p:miRNA	miRNA	2	6	1	1	C1	1	0	Control
MIMAT0020343:NA:miR-357-5p:miRNA	miRNA	1	20	1	0	C1	1	0	Control
MIMAT0020347:NA:miR-784-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0020347:NA:miR-784-3p:miRNA	miRNA	1	16	5	0	C1	0	1	Control
MIMAT0020350:NA:miR-791-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0020351:NA:miR-792-5p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0020353:NA:miR-795-3p:miRNA	miRNA	2	10	1	1	C1	0	1	Control
MIMAT0020353:NA:miR-795-3p:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0020354:NA:miR-800-5p:miRNA	miRNA	2	6	3	1	C1	1	0	Control
MIMAT0020356:NA:miR-1020-5p:miRNA	miRNA	2	10	3	1	C1	0	1	Control
MIMAT0020357:NA:miR-1022-3p:miRNA	miRNA	2	16	3	1	C1	0	1	Control
MIMAT0020358:NA:miR-1819-5p:miRNA	miRNA	2	6	3	1	C1	0	1	Control
MIMAT0020358:NA:miR-1819-5p:miRNA	miRNA	2	12	1	1	C1	0	1	Control
MIMAT0020358:NA:miR-1819-5p:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0020359:NA:miR-1820-3p:miRNA	miRNA	2	14	1	1	C1	0	1	Control
MIMAT0020359:NA:miR-1820-3p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	2	4	1	1	C1	0	1	Control
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	2	8	1	1	C1	0	1	Control
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0020361:NA:miR-58b-5p:miRNA	miRNA	2	4	1	1	C1	1	0	Control
MIMAT0020361:NA:miR-58b-5p:miRNA	miRNA	2	8	1	1	C1	1	0	Control
MIMAT0020770:NA:miR-41-5p:miRNA	miRNA	2	4	3	1	C1	0	1	Control
MIMAT0020770:NA:miR-41-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0020770:NA:miR-41-5p:miRNA	miRNA	1	20	1	0	C1	0	1	Control
MIMAT0020774:NA:miR-77-5p:miRNA	miRNA	2	16	1	1	C1	0	1	Control
MIMAT0020775:NA:miR-83-5p:miRNA	miRNA	2	2	1	1	C1	0	1	Control
MIMAT0020775:NA:miR-83-5p:miRNA	miRNA	2	12	3	1	C1	0	1	Control
MIMAT0020775:NA:miR-83-5p:miRNA	miRNA	2	18	1	1	C1	0	1	Control
MIMAT0020777:NA:miR-232-5p:miRNA	miRNA	2	2	17	1	C1	0	1	Control
MIMAT0022193:NA:miR-5551-5p:miRNA	miRNA	2	16	1	1	C1	1	0	Control
MIMAT0022305:NA:miR-5592-5p:miRNA	miRNA	2	2	3	1	C1	0	1	Control
MIMAT0022305:NA:miR-5592-5p:miRNA	miRNA	2	10	5	1	C1	0	1	Control
MIMAT0022305:NA:miR-5592-5p:miRNA	miRNA	1	18	3	0	C1	0	1	Control
MIMAT0022305_1:NA:miR-5592-5p:miRNA	miRNA	2	2	3	1	C1	0	1	Control
MIMAT0022305_1:NA:miR-5592-5p:miRNA	miRNA	2	10	5	1	C1	0	1	Control
