gene_name	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
MIMAT0020342:NA:miR-259-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0020347:NA:miR-784-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0020347:NA:miR-784-3p:miRNA	miRNA	2	14	1	1	C2	0	1	Control
MIMAT0020350:NA:miR-791-5p:miRNA	miRNA	2	4	3	1	C2	1	0	Control
MIMAT0020350:NA:miR-791-5p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0020351:NA:miR-792-5p:miRNA	miRNA	2	4	9	1	C2	1	0	Control
MIMAT0020351:NA:miR-792-5p:miRNA	miRNA	1	16	5	0	C2	1	0	Control
MIMAT0020353:NA:miR-795-3p:miRNA	miRNA	2	4	5	1	C2	1	0	Control
MIMAT0020353:NA:miR-795-3p:miRNA	miRNA	1	18	3	0	C2	1	0	Control
MIMAT0020354:NA:miR-800-5p:miRNA	miRNA	2	4	5	1	C2	1	0	Control
MIMAT0020354:NA:miR-800-5p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0020356:NA:miR-1020-5p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0020357:NA:miR-1022-3p:miRNA	miRNA	2	2	9	1	C2	0	1	Control
MIMAT0020357:NA:miR-1022-3p:miRNA	miRNA	2	14	3	1	C2	0	1	Control
MIMAT0020358:NA:miR-1819-5p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0020358:NA:miR-1819-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0020359:NA:miR-1820-3p:miRNA	miRNA	2	2	9	1	C2	0	1	Control
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	2	2	5	1	C2	0	1	Control
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020360:NA:miR-1824-3p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0020361:NA:miR-58b-5p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0020361:NA:miR-58b-5p:miRNA	miRNA	2	16	3	1	C2	1	0	Control
MIMAT0020770:NA:miR-41-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020770:NA:miR-41-5p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0020772:NA:miR-45-5p:miRNA	miRNA	2	2	5	1	C2	0	1	Control
MIMAT0020772:NA:miR-45-5p:miRNA	miRNA	2	10	3	1	C2	0	1	Control
MIMAT0020772:NA:miR-45-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0020773:NA:miR-54-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020774:NA:miR-77-5p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0020774:NA:miR-77-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020775:NA:miR-83-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020775:NA:miR-83-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0020775:NA:miR-83-5p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0020777:NA:miR-232-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0020777:NA:miR-232-5p:miRNA	miRNA	2	10	1	1	C2	0	1	Control
MIMAT0020777:NA:miR-232-5p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0020778:NA:miR-1830-3p:miRNA	miRNA	2	14	1	1	C2	1	0	Control
MIMAT0022181:NA:miR-5545-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0022193:NA:miR-5551-5p:miRNA	miRNA	2	14	3	1	C2	1	0	Control
MIMAT0022305:NA:miR-5592-5p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0022305_1:NA:miR-5592-5p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0022306:NA:miR-5592-3p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0022306_1:NA:miR-5592-3p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0022308:NA:miR-5593-3p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0022308_1:NA:miR-5593-3p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0022313:NA:miR-5595-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0031891:NA:miR-254-5p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0032016:NA:miR-789-5p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0032016:NA:miR-789-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0032016:NA:miR-789-5p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0032016:NA:miR-789-5p:miRNA	miRNA	1	18	3	0	C2	1	0	Control
MIMAT0032017:NA:miR-789-2-5p:miRNA	miRNA	2	2	1	1	C2	1	0	Control
MIMAT0032034:NA:miR-1821-5p:miRNA	miRNA	2	2	7	1	C2	1	0	Control
MIMAT0032034:NA:miR-1821-5p:miRNA	miRNA	2	12	1	1	C2	1	0	Control
MIMAT0032034:NA:miR-1821-5p:miRNA	miRNA	1	16	5	0	C2	1	0	Control
MIMAT0032035:NA:miR-1823-5p:miRNA	miRNA	2	8	1	1	C2	0	1	Control
MIMAT0032039:NA:miR-1832a-5p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0032794:NA:miR-8190-3p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0032797:NA:miR-8192-5p:miRNA	miRNA	2	8	3	1	C2	0	1	Control
MIMAT0032797:NA:miR-8192-5p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0032799:NA:miR-8193-5p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0032804:NA:miR-8195-3p:miRNA	miRNA	2	4	5	1	C2	0	1	Control
MIMAT0032806:NA:miR-8196a-3p:miRNA	miRNA	2	2	1	1	C2	0	1	Control
MIMAT0032808:NA:miR-8197-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0032811:NA:miR-8199-5p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0032816:NA:miR-8201-3p:miRNA	miRNA	2	4	3	1	C2	1	0	Control
MIMAT0032820:NA:miR-8203-3p:miRNA	miRNA	2	2	11	1	C2	1	0	Control
MIMAT0032820:NA:miR-8203-3p:miRNA	miRNA	1	16	5	0	C2	1	0	Control
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	2	4	3	1	C2	1	0	Control
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	2	10	1	1	C2	1	0	Control
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0032822:NA:miR-4810b-3p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0032823:NA:miR-8204-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0032824:NA:miR-8204-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0032826:NA:miR-8196b-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0032826:NA:miR-8196b-3p:miRNA	miRNA	2	16	1	1	C2	1	0	Control
MIMAT0032826:NA:miR-8196b-3p:miRNA	miRNA	1	20	1	0	C2	1	0	Control
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	2	4	5	1	C2	0	1	Control
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	2	16	1	1	C2	0	1	Control
MIMAT0032827:NA:miR-8205-5p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0032828:NA:miR-8205-3p:miRNA	miRNA	1	20	1	0	C2	0	1	Control
MIMAT0032833:NA:miR-8208-5p:miRNA	miRNA	2	14	1	1	C2	0	1	Control
MIMAT0032837:NA:miR-8210-5p:miRNA	miRNA	2	10	1	1	C2	1	0	Control
MIMAT0032837:NA:miR-8210-5p:miRNA	miRNA	2	18	1	1	C2	0	1	Control
MIMAT0032838:NA:miR-8210-3p:miRNA	miRNA	2	4	3	1	C2	0	1	Control
MIMAT0032840:NA:miR-2217b-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0032840_1:NA:miR-2217b-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0032840_2:NA:miR-2217b-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0032840_3:NA:miR-2217b-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0032843:NA:miR-8211-3p:miRNA	miRNA	2	12	1	1	C2	0	1	Control
MIMAT0032845:NA:miR-8212-3p:miRNA	miRNA	2	2	1	1	C2	1	0	Control
MIMAT0032845:NA:miR-8212-3p:miRNA	miRNA	2	8	1	1	C2	1	0	Control
MIMAT0032845:NA:miR-8212-3p:miRNA	miRNA	2	12	3	1	C2	1	0	Control
MIMAT0032845:NA:miR-8212-3p:miRNA	miRNA	2	18	1	1	C2	1	0	Control
MIMAT0000001:NA:let-7-5p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000002:NA:lin-4-5p:miRNA	miRNA	2	8	3	1	L1	0	1	Low dose
MIMAT0000003:NA:miR-1-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000003:NA:miR-1-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000004:NA:miR-2-3p:miRNA	miRNA	2	6	1	1	L1	1	0	Low dose
MIMAT0000005:NA:miR-34-5p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0000005:NA:miR-34-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0000007:NA:miR-36-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000009:NA:miR-38-3p:miRNA	miRNA	2	6	5	1	L1	1	0	Low dose
MIMAT0000012:NA:miR-41-3p:miRNA	miRNA	2	2	5	1	L1	0	1	Low dose
MIMAT0000012:NA:miR-41-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000012:NA:miR-41-3p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0000020:NA:miR-49-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0000025:NA:miR-54-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000025:NA:miR-54-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000026:NA:miR-55-3p:miRNA	miRNA	2	4	3	1	L1	0	1	Low dose
MIMAT0000026:NA:miR-55-3p:miRNA	miRNA	2	12	5	1	L1	0	1	Low dose
MIMAT0000028:NA:miR-56-3p:miRNA	miRNA	2	4	15	1	L1	0	1	Low dose
MIMAT0000030:NA:miR-58a-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000031:NA:miR-59-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000031:NA:miR-59-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000032:NA:miR-60-3p:miRNA	miRNA	2	2	1	1	L1	1	0	Low dose
MIMAT0000032:NA:miR-60-3p:miRNA	miRNA	2	8	5	1	L1	1	0	Low dose
MIMAT0000032:NA:miR-60-3p:miRNA	miRNA	2	16	1	1	L1	1	0	Low dose
MIMAT0000032:NA:miR-60-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000038:NA:miR-66-5p:miRNA	miRNA	2	8	5	1	L1	1	0	Low dose
MIMAT0000038:NA:miR-66-5p:miRNA	miRNA	2	16	1	1	L1	1	0	Low dose
MIMAT0000039:NA:miR-67-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0000039:NA:miR-67-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000042:NA:miR-70-3p:miRNA	miRNA	2	6	1	1	L1	1	0	Low dose
MIMAT0000042:NA:miR-70-3p:miRNA	miRNA	2	12	1	1	L1	1	0	Low dose
MIMAT0000047:NA:miR-75-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0000047:NA:miR-75-3p:miRNA	miRNA	2	16	3	1	L1	0	1	Low dose
MIMAT0000057:NA:miR-84-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0000058:NA:miR-85-3p:miRNA	miRNA	2	2	1	1	L1	1	0	Low dose
MIMAT0000058:NA:miR-85-3p:miRNA	miRNA	2	6	1	1	L1	1	0	Low dose
MIMAT0000282:NA:miR-124-3p:miRNA	miRNA	2	6	5	1	L1	1	0	Low dose
MIMAT0000285:NA:miR-230-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0000285:NA:miR-230-3p:miRNA	miRNA	1	8	13	0	L1	0	1	Low dose
MIMAT0000289:NA:miR-234-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0000289:NA:miR-234-3p:miRNA	miRNA	2	8	11	1	L1	0	1	Low dose
MIMAT0000290:NA:miR-235-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0000294:NA:miR-239a-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0000295:NA:miR-239b-5p:miRNA	miRNA	2	2	1	1	L1	0	1	Low dose
MIMAT0000295:NA:miR-239b-5p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0000295:NA:miR-239b-5p:miRNA	miRNA	2	12	7	1	L1	0	1	Low dose
MIMAT0000296:NA:miR-240-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000297:NA:miR-241-5p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0000297:NA:miR-241-5p:miRNA	miRNA	2	12	1	1	L1	0	1	Low dose
MIMAT0000298:NA:miR-242:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000300:NA:miR-244-5p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0000302:NA:miR-246-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000303:NA:miR-247-3p:miRNA	miRNA	2	2	1	1	L1	1	0	Low dose
MIMAT0000303:NA:miR-247-3p:miRNA	miRNA	2	6	5	1	L1	1	0	Low dose
MIMAT0000303:NA:miR-247-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000306:NA:miR-250-3p:miRNA	miRNA	2	6	1	1	L1	1	0	Low dose
MIMAT0000307:NA:miR-251:miRNA	miRNA	2	6	1	1	L1	1	0	Low dose
MIMAT0000307:NA:miR-251:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0000314:NA:miR-259-5p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0000697:NA:miR-355-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0000699:NA:miR-357-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0000699:NA:miR-357-3p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0000699:NA:miR-357-3p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0000700:NA:miR-358-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0000768:NA:miR-392-3p:miRNA	miRNA	2	2	3	1	L1	0	1	Low dose
MIMAT0000768:NA:miR-392-3p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0004216:NA:miR-255-3p:miRNA	miRNA	2	4	1	1	L1	1	0	Low dose
MIMAT0004216:NA:miR-255-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0004220:NA:miR-785-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0004221:NA:miR-786-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0004221:NA:miR-786-3p:miRNA	miRNA	2	12	3	1	L1	0	1	Low dose
MIMAT0004222:NA:miR-787-3p:miRNA	miRNA	2	2	15	1	L1	1	0	Low dose
MIMAT0004222:NA:miR-787-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0004224:NA:miR-789-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0004224_1:NA:miR-789-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0004225:NA:miR-790-5p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0004225:NA:miR-790-5p:miRNA	miRNA	2	12	3	1	L1	0	1	Low dose
MIMAT0004225:NA:miR-790-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0004226:NA:miR-791-3p:miRNA	miRNA	2	8	3	1	L1	0	1	Low dose
MIMAT0004226:NA:miR-791-3p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0004227:NA:miR-792-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0004227:NA:miR-792-3p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0004228:NA:miR-793:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0004229:NA:miR-794-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0004229:NA:miR-794-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0004231:NA:miR-796:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0004234:NA:miR-799:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0004234:NA:miR-799:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0005031:NA:miR-1018:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0005033:NA:miR-1020-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0005033:NA:miR-1020-3p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0005033:NA:miR-1020-3p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0005822:NA:miR-1019-5p:miRNA	miRNA	2	2	3	1	L1	1	0	Low dose
MIMAT0005822:NA:miR-1019-5p:miRNA	miRNA	2	18	1	1	L1	1	0	Low dose
MIMAT0006586:NA:miR-1819-3p:miRNA	miRNA	2	16	1	1	L1	0	1	Low dose
MIMAT0006589:NA:miR-1822-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0006590:NA:miR-1823-3p:miRNA	miRNA	2	14	5	1	L1	1	0	Low dose
MIMAT0006768:NA:miR-1828:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0006774:NA:miR-1832a-3p:miRNA	miRNA	2	6	13	1	L1	0	1	Low dose
MIMAT0011425:NA:miR-2207-5p:miRNA	miRNA	2	4	1	1	L1	1	0	Low dose
MIMAT0011425:NA:miR-2207-5p:miRNA	miRNA	2	12	1	1	L1	1	0	Low dose
MIMAT0011425:NA:miR-2207-5p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0011427:NA:miR-2208a-5p:miRNA	miRNA	2	2	3	1	L1	0	1	Low dose
MIMAT0011427:NA:miR-2208a-5p:miRNA	miRNA	2	12	7	1	L1	0	1	Low dose
MIMAT0011429:NA:miR-2208b-5p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0011429:NA:miR-2208b-5p:miRNA	miRNA	2	8	3	1	L1	0	1	Low dose
MIMAT0011429:NA:miR-2208b-5p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0011429:NA:miR-2208b-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0011438:NA:miR-2211-3p:miRNA	miRNA	2	16	3	1	L1	0	1	Low dose
MIMAT0011441:NA:miR-2213-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0011442:NA:miR-2213-3p:miRNA	miRNA	2	2	1	1	L1	0	1	Low dose
MIMAT0011446:NA:miR-2215-3p:miRNA	miRNA	2	2	1	1	L1	0	1	Low dose
MIMAT0011447:NA:miR-2216-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0011448:NA:miR-2216-3p:miRNA	miRNA	2	8	3	1	L1	0	1	Low dose
MIMAT0011448:NA:miR-2216-3p:miRNA	miRNA	2	16	1	1	L1	0	1	Low dose
MIMAT0011452:NA:miR-2217a-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0011454:NA:miR-2209b-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0011459:NA:miR-2219-5p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0011460:NA:miR-2219-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0015093:NA:miR-34-3p:miRNA	miRNA	2	4	3	1	L1	0	1	Low dose
MIMAT0015098:NA:miR-48-3p:miRNA	miRNA	2	6	1	1	L1	1	0	Low dose
MIMAT0015099:NA:miR-51-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0015101:NA:miR-59-5p:miRNA	miRNA	2	2	3	1	L1	0	1	Low dose
MIMAT0015101:NA:miR-59-5p:miRNA	miRNA	2	12	1	1	L1	0	1	Low dose
MIMAT0015101:NA:miR-59-5p:miRNA	miRNA	2	16	1	1	L1	0	1	Low dose
MIMAT0015104:NA:miR-63-5p:miRNA	miRNA	2	16	1	1	L1	1	0	Low dose
MIMAT0015105:NA:miR-64-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0015105:NA:miR-64-3p:miRNA	miRNA	2	16	1	1	L1	0	1	Low dose
MIMAT0015108:NA:miR-75-5p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0015108:NA:miR-75-5p:miRNA	miRNA	2	16	3	1	L1	0	1	Low dose
MIMAT0015109:NA:miR-81-5p:miRNA	miRNA	2	4	3	1	L1	0	1	Low dose
MIMAT0015109:NA:miR-81-5p:miRNA	miRNA	2	16	3	1	L1	0	1	Low dose
MIMAT0015110:NA:miR-84-3p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0015110:NA:miR-84-3p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0015111:NA:miR-124-5p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0015113:NA:miR-230-5p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0015114:NA:miR-238-5p:miRNA	miRNA	2	4	1	1	L1	1	0	Low dose
MIMAT0015114:NA:miR-238-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0015114:NA:miR-238-5p:miRNA	miRNA	2	16	1	1	L1	1	0	Low dose
MIMAT0015116:NA:miR-240-5p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0015119:NA:miR-247-5p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0015121:NA:miR-360-5p:miRNA	miRNA	2	2	1	1	L1	0	1	Low dose
MIMAT0015121:NA:miR-360-5p:miRNA	miRNA	2	16	1	1	L1	0	1	Low dose
MIMAT0015240:NA:miR-788-3p:miRNA	miRNA	2	2	1	1	L1	1	0	Low dose
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	2	14	3	1	L1	1	0	Low dose
MIMAT0015266:NA:miR-1822-5p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0015267:NA:miR-1829a-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0019987:NA:miR-4805-3p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0019989:NA:miR-4806-3p:miRNA	miRNA	2	2	1	1	L1	0	1	Low dose
MIMAT0019991:NA:miR-4808-5p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0019992:NA:miR-4808-3p:miRNA	miRNA	2	4	1	1	L1	1	0	Low dose
MIMAT0019997:NA:miR-4811-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0019999:NA:miR-4812-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0019999:NA:miR-4812-3p:miRNA	miRNA	2	14	3	1	L1	0	1	Low dose
MIMAT0020002:NA:miR-4814-5p:miRNA	miRNA	2	4	7	1	L1	0	1	Low dose
MIMAT0020003:NA:miR-4814-3p:miRNA	miRNA	2	2	1	1	L1	0	1	Low dose
MIMAT0020003:NA:miR-4814-3p:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0020003:NA:miR-4814-3p:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0020006:NA:miR-4816-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0020126:NA:miR-4920:miRNA	miRNA	2	2	5	1	L1	1	0	Low dose
MIMAT0020126:NA:miR-4920:miRNA	miRNA	2	12	5	1	L1	1	0	Low dose
MIMAT0020129:NA:miR-4923a:miRNA	miRNA	2	6	1	1	L1	0	1	Low dose
MIMAT0020130:NA:miR-4924:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0020132:NA:miR-4925:miRNA	miRNA	2	14	1	1	L1	0	1	Low dose
MIMAT0020133:NA:miR-4926:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0020133:NA:miR-4926:miRNA	miRNA	1	20	1	0	L1	0	1	Low dose
MIMAT0020135:NA:miR-4929:miRNA	miRNA	2	2	5	1	L1	0	1	Low dose
MIMAT0020143:NA:miR-4937:miRNA	miRNA	2	12	1	1	L1	1	0	Low dose
MIMAT0020301:NA:miR-1-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	2	2	1	1	L1	1	0	Low dose
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	2	8	9	1	L1	1	0	Low dose
MIMAT0020303:NA:miR-35-5p:miRNA	miRNA	1	20	1	0	L1	1	0	Low dose
MIMAT0020304:NA:miR-36-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0020308:NA:miR-43-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0020312:NA:miR-53-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0020313:NA:miR-55-5p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0020313:NA:miR-55-5p:miRNA	miRNA	2	18	1	1	L1	0	1	Low dose
MIMAT0020314:NA:miR-57-3p:miRNA	miRNA	2	4	3	1	L1	0	1	Low dose
MIMAT0020315:NA:miR-66-3p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0020316:NA:miR-67-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0020317:NA:miR-70-5p:miRNA	miRNA	2	4	1	1	L1	0	1	Low dose
MIMAT0020319:NA:miR-73-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0020322:NA:miR-79-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
MIMAT0020330:NA:miR-234-5p:miRNA	miRNA	2	8	3	1	L1	1	0	Low dose
