V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
17,08579345	44,31311343	69,69375724	118,9187178	138,5857993	57,67820779	87,89198114	7,382874563	38,06883754	36,56233644	96,49391568	68,22789571	21,6480676	72,47364548	101,2875535	183,942064	49,7439619	1101,137924	41,47427058	71,86739681	24,0610468
24,07543623	18,39412256	91,13799023	132,2458155	187,945125	70,1314572	74,37013788	6,644587107	78,85687775	39,67402464	108,9447435	77,97473796	20,99206555	92,34545149	107,4636238	68,978274	62,17995237	306,0425236	61,83436705	78,66566407	18,1924988
61,74184452	63,54333247	580,7813103	353,6806694	351,2105871	245,1323831	270,436865	73,09045817	309,0827048	369,5129746	385,9756627	276,8103198	124,6403892	251,3198996	374,2698624	176,0383034	320,2267547	479,8254641	237,5344588	195,2073886	105,633864
29,51182505	26,75508735	417,2690337	313,6993764	155,6717197	157,9596373	202,8276488	40,6058101	193,0633904	248,1571345	221,002194	199,810266	70,19221919	205,7316388	197,6342508	191,1273009	232,1384889	1094,986315	176,4541694	135,9653453	89,20192961
6,601329288	15,04973664	108,1146747	112,7677497	47,46089016	48,50212928	27,0436865	6,644587107	29,91122949	33,45064823	71,59226002	38,98736898	16,40005121	38,57468227	56,81984709	52,45222919	45,59863174	196,8514724	24,88456235	52,44377605	25,2347564
13,20265858	10,86925424	43,7819757	24,60387266	36,07027652	31,46084061	47,32645138	1,476574913	25,37922502	35,78441438	43,5778974	42,88610588	7,872024582	24,54752508	67,9367737	22,27423431	32,12630873	46,13706385	21,11417411	37,87606048	13,4976604
9,3195237	28,42728031	73,26779607	85,08839294	96,82021592	66,19885213	59,15806423	5,906299651	28,09842771	24,89350566	74,70496698	57,50636925	10,49603278	44,4193311	93,87626911	42,39289756	37,30797142	116,8805618	18,85194117	42,73196567	21,1267728
20,19230135	33,44385919	56,29111162	71,76129525	130,9920568	73,4086281	92,96267236	7,382874563	45,32004469	24,11558361	87,15579481	45,81015855	13,77604302	32,73003344	100,0523394	41,67437388	59,07095476	124,5700724	34,68757176	68,9538537	18,1924988
29,12351156	13,37754368	76,8418349	125,069686	72,14055304	123,8770599	474,9547442	2,214862369	40,78804022	20,22597335	130,7336922	197,8608976	44,6081393	58,44648829	121,0509786	88,37841356	198,9758476	613,6229492	36,9498047	17,48125868	34,0375784
3,494821388	5,852675359	34,84687862	29,72967946	11,39061364	13,76411777	18,59253447	0,738287456	19,94081966	6,223376415	31,12706957	12,67089492	5,248016388	7,013578595	14,82256881	8,62228425	11,39965794	67,66769365	1,508155294	16,51007765	3,5211288
5,436388825	13,37754368	82,20289315	38,95613171	37,96871212	19,66302538	13,52184325	2,953149825	11,78321162	17,11428514	46,69060436	20,46836871	5,248016388	18,70287625	14,82256881	10,05933163	24,87198095	86,12251919	18,85194117	18,45243972	3,5211288
4,65976185	15,04973664	38,42091745	42,03161579	15,18748485	21,62932792	13,52184325	0	7,25120715	3,889610259	24,90165566	27,29115829	7,216022533	21,04073578	24,70428134	51,7337055	17,61765317	281,4360895	3,016310588	11,65417246	10,5633864
0	2,508289439	13,40264562	12,30193633	3,796871212	8,520644333	3,380460813	0,738287456	1,812801787	0,777922052	9,338120872	6,822789571	3,280010242	10,52036789	11,1169266	31,61504225	7,254327777	119,956366	2,262232941	5,827086228	0,5868548
0,388313488	5,852675359	11,61562621	18,45290449	3,796871212	5,243473436	0	0	1,812801787	3,111688207	0	4,873421122	0,656002048	1,168929766	7,411284403	2,155571063	1,03633254	16,91692341	0	5,827086228	2,934274
0	0,83609648	16,97668446	2,050322721	1,898435606	2,621736718	0	0	3,625603575	0	0	0,974684224	0	4,675719063	4,940856269	2,155571063	5,181662698	9,22741277	1,508155294	6,798267266	0,5868548
0,776626975	4,180482399	13,40264562	0	3,796871212	3,277170897	1,690230406	0	0	3,111688207	6,225413915	0,974684224	0	2,337859532	6,176070336	0	0	1,537902128	0,754077647	1,942362076	0
0,776626975	0	8,041587374	1,025161361	0	1,966302538	3,380460813	0	0,906400894	0	0	2,924052673	0	0	0	0	0	1,537902128	0,754077647	3,884724152	0
0	0	4,467548541	4,100645443	0	2,621736718	0	0	0	0	3,112706957	3,898736898	0	0	4,940856269	0	0	0	0	0	0
