WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif.exp	delabel
C03B1.14	58,56085789	-0,154858597	0,224197685	-0,690723441	0,489739355	0,961875446	NO	
C43D7.17	10422,42808	-0,087249266	0,12632325	-0,690682563	0,489765049	0,961875446	NO	
rad-50	1426,927173	-0,281379524	0,407475994	-0,69054258	0,489853043	0,961880035	NO	
Y116F11A.6	1965,888002	0,136498878	0,197698005	0,690441351	0,48991668	0,961880035	NO	
Y111B2A.2	882,0345865	0,175329479	0,253970844	0,690352785	0,489972361	0,961880035	NO	
nspa-8	8,925818522	0,277204488	0,40156155	0,690316313	0,489995292	0,961880035	NO	
exo-3	1238,143053	0,080930153	0,117262916	0,690159816	0,49009369	0,961880035	NO	
R12B2.8	480,4049245	0,117575934	0,1703616	0,690155139	0,490096631	0,961880035	NO	
ZK484.6	17,1744395	0,19919258	0,288624437	0,69014454	0,490103296	0,961880035	NO	
T10B11.4	2,614866077	-0,459056839	0,665167675	-0,690137023	0,490108023	0,961880035	NO	
F40G12.10	1,301512656	0,739567969	1,071738312	0,690063946	0,490153975	0,961880035	NO	
oct-1	30,8284856	-0,130115885	0,188574724	-0,689996424	0,490196436	0,961880035	NO	
B0563.9	1,038264961	0,73658015	1,06759756	0,689941769	0,490230807	0,961880035	NO	
gmeb-1	904,8318456	-0,098850111	0,14327766	-0,689919918	0,490244549	0,961880035	NO	
clec-162	1,446474843	0,786418316	1,139901143	0,689900454	0,49025679	0,961880035	NO	
C06B3.1	0,874864469	0,862446946	1,25025745	0,689815483	0,490310231	0,961880035	NO	
C27H6.12	0,282092625	-1,190619004	1,726090767	-0,689777749	0,490333963	0,961880035	NO	
T24C12.3	1060,101642	-0,082963948	0,120277479	-0,689771261	0,490338045	0,961880035	NO	
mks-6	457,7994595	-0,210338303	0,304985058	-0,689667566	0,490403267	0,961885856	NO	
T08D2.6	126,4950855	0,108851232	0,157865845	0,689517304	0,490497787	0,961885856	NO	
T02E9.9	8,45903353	-0,226110547	0,327961582	-0,689442178	0,490545049	0,961885856	NO	
nex-3	590,0725616	-0,093522739	0,135665596	-0,689362245	0,490595337	0,961885856	NO	
nhr-66	3038,684893	-0,046519757	0,067482713	-0,689358127	0,490597927	0,961885856	NO	
F47F6.11	0,470713666	1,327838348	1,926447765	0,689267766	0,490654779	0,961885856	NO	
C10A4.4	6,180052609	0,380095731	0,551449725	0,689266336	0,490655678	0,961885856	NO	
fbxa-60	53,52620015	0,146452887	0,212486459	0,689233977	0,490676038	0,961885856	NO	
M03F8.3	6005,111636	-0,135609573	0,196795292	-0,68908952	0,490766935	0,961885856	NO	
srab-11	5,629063464	-0,348345548	0,505525072	-0,6890767	0,490775002	0,961885856	NO	
anr-32	54,06416468	-0,183813748	0,26676687	-0,689042637	0,490796437	0,961885856	NO	
B0244.10	65,032426	-0,127318355	0,184777391	-0,689036437	0,490800338	0,961885856	NO	
mir-4923.2	0,502124948	-0,856443271	1,243095285	-0,688960276	0,490848266	0,961885856	NO	
K09G1.2	1,2482882	-0,662486811	0,961672832	-0,688890015	0,490892484	0,961885856	NO	
B0524.5	0,629478293	-1,025172557	1,48836296	-0,688792038	0,490954147	0,961885856	NO	
ZK643.12	0,454816541	0,993993495	1,443209219	0,688738321	0,490987956	0,961885856	NO	
fcho-1	2237,248148	-0,085388122	0,124000482	-0,688611214	0,491067962	0,961885856	NO	
C25G4.3	956,7497361	0,083614319	0,121425529	0,688605762	0,491071394	0,961885856	NO	
K03H6.10	0,29663783	1,772913697	2,574644756	0,688605173	0,491071765	0,961885856	NO	
ocr-4	90,69002587	-0,150959684	0,219236377	-0,68857042	0,491093641	0,961885856	NO	
ule-5	1,019710098	0,916603868	1,331219364	0,688544573	0,491109912	0,961885856	NO	
Y39B6A.25	0,67352957	-1,041504582	1,512708998	-0,688502933	0,491136124	0,961885856	NO	
ccep-290	775,3700055	-0,266409706	0,386992309	-0,688410854	0,491194091	0,961885856	NO	
daf-1	2434,425136	-0,117923581	0,171299411	-0,688406226	0,491197004	0,961885856	NO	
F14H8.4	9,378599862	0,275024977	0,39957906	0,688286761	0,491272217	0,961963293	NO	
tmem-258	4543,693952	0,122464591	0,177985047	0,688061122	0,491414292	0,962115564	NO	
elo-2	1194,529547	0,078633155	0,11428408	0,688049942	0,491421332	0,962115564	NO	
clec-242	33,24313063	-0,192633092	0,280031798	-0,687897209	0,491517514	0,962115792	NO	
ZK1098.3	918,4284989	-0,169599177	0,246564431	-0,687849324	0,491547672	0,962115792	NO	
F30A10.9	4048,231718	0,099321784	0,144410806	0,687772515	0,491596047	0,962115792	NO	
F15H10.8	1298,380766	-0,100773967	0,146522918	-0,687769315	0,491598062	0,962115792	NO	
C14E2.4	3,005377545	0,47264947	0,687297249	0,687692946	0,491646163	0,962115792	NO	
col-45	8,037854479	0,27891475	0,405588995	0,6876783	0,491655388	0,962115792	NO	
srt-67	0,807386516	-0,858213453	1,248032297	-0,687653241	0,491671172	0,962115792	NO	
F26F2.5	23,42960141	0,163215576	0,237384951	0,687556543	0,491732082	0,962165169	NO	
ZK662.8	55,23476998	-0,163210974	0,237418417	-0,687440241	0,491805346	0,962184311	NO	
slc-17.1	1380,448052	0,082384234	0,119844209	0,687427743	0,49181322	0,962184311	NO	
fbxa-26	1,012815855	0,642314419	0,934521624	0,687318947	0,491881761	0,962205327	NO	
F53A9.3	651,3373075	0,125660775	0,18283318	0,687297429	0,491895319	0,962205327	NO	
F39E9.20	73,86326145	0,124107011	0,180593809	0,687216311	0,491946427	0,962219755	NO	
ddx-23	2981,277372	-0,17090503	0,248731007	-0,687107862	0,49201476	0,962219755	NO	
lmd-1	796,7000281	-0,07476211	0,108808827	-0,687095998	0,492022236	0,962219755	NO	
ztf-17	1854,47956	-0,092664997	0,134879127	-0,687022517	0,492068539	0,962219755	NO	
spas-1	1613,776035	-0,087002324	0,126640457	-0,687002603	0,492081088	0,962219755	NO	
Y67A10A.3	2,8701947	0,490785108	0,714528748	0,686865447	0,492167523	0,962318997	NO	
swd-2.1	533,5622592	-0,109390759	0,159306739	-0,686667492	0,492292287	0,962493163	NO	
T04A8.17	1,359259194	-0,807751502	1,176481601	-0,686582349	0,492345954	0,962528311	NO	
F56F4.10	1,803091797	0,485308337	0,707211978	0,68622754	0,492569633	0,962770557	NO	
sec-12	1720,494583	0,049031543	0,07145619	0,686176284	0,492601951	0,962770557	NO	
lis-1	2025,859207	-0,10842525	0,158014906	-0,686171022	0,492605269	0,962770557	NO	
F57B7.7	0,719868807	1,061175887	1,546819425	0,686037342	0,492689561	0,962770557	NO	
F11E6.20	1,404026346	-0,563868619	0,822010688	-0,685962638	0,492736669	0,962770557	NO	
linc-164	2,048745542	-0,473089207	0,689728198	-0,685906721	0,492771932	0,962770557	NO	
T04C12.22	0,238253532	-1,470075126	2,143652709	-0,685780453	0,492851564	0,962770557	NO	
plk-1	5045,356403	-0,106057074	0,154658132	-0,685751682	0,49286971	0,962770557	NO	
fkb-6	6255,511253	0,068672681	0,100144117	0,685738548	0,492877994	0,962770557	NO	
Y67A6A.3	27,29397834	0,201639964	0,294056755	0,685717844	0,492891052	0,962770557	NO	
acy-4	223,8152987	-0,153513715	0,223886153	-0,68567758	0,492916448	0,962770557	NO	
ccb-1	2163,51484	-0,123969063	0,18080185	-0,685662582	0,492925908	0,962770557	NO	
Y4C6B.4	153,8638762	-0,090259453	0,131646695	-0,685618831	0,492953503	0,962770557	NO	
msp-79	2,28521412	0,514595643	0,750584492	0,685593226	0,492969655	0,962770557	NO	
F17C11.24	0,353262736	1,063814572	1,551893344	0,685494642	0,493031841	0,962783269	NO	
C04F5.9	399,0266146	-0,092678811	0,135214161	-0,685422373	0,49307743	0,962783269	NO	
clec-181	0,663868612	-1,205031167	1,75810926	-0,685413128	0,493083263	0,962783269	NO	
T10G3.8	57,27188909	0,143591022	0,209518133	0,685339352	0,493129805	0,962804439	NO	
R04F11.14	0,507142758	-1,132710561	1,653171529	-0,685174249	0,493233971	0,962914746	NO	
hmgr-1	1732,320253	-0,075690319	0,110475761	-0,68513055	0,493261544	0,962914746	NO	
F26A10.27	0,398874564	-1,154439269	1,685115906	-0,685080038	0,493293416	0,962914746	NO	
M01H9.6	0,387931407	-1,053125791	1,537818508	-0,684817997	0,493458777	0,963045354	NO	
str-206	0,640066029	-0,958700909	1,400152776	-0,684711644	0,4935259	0,963045354	NO	
srh-268	41,14737819	-0,167705686	0,244980599	-0,684567215	0,493617061	0,963045354	NO	
grl-23	6,350651238	-0,460371981	0,672521146	-0,684546476	0,493630152	0,963045354	NO	
nhr-2	2165,917003	-0,14515439	0,212045255	-0,684544392	0,493631468	0,963045354	NO	
M79.9	13,55231345	-0,27173092	0,396965215	-0,684520732	0,493646403	0,963045354	NO	
K09H11.11	8,133534706	0,243597615	0,355871618	0,684509814	0,493653294	0,963045354	NO	
lsm-7	2413,964565	0,141664601	0,206971213	0,684465241	0,493681431	0,963045354	NO	
B0350.74	5,32962853	0,338585732	0,494672233	0,684464801	0,493681709	0,963045354	NO	
math-18	43,15202117	-0,139919677	0,204483586	-0,684258721	0,493811808	0,963060966	NO	
F25E5.5	33,10880838	0,199116132	0,290996092	0,684257067	0,493812853	0,963060966	NO	
F25H5.8	39,21974536	0,448184777	0,655034351	0,684215686	0,493838979	0,963060966	NO	
srx-46	1,811358496	0,490965472	0,717576107	0,68419986	0,493848971	0,963060966	NO	
F33E11.7	5,178074906	-0,336725987	0,492210797	-0,684109307	0,493906145	0,963060966	NO	
prhg-1	351,2964227	-0,143682387	0,210046081	-0,684051738	0,493942496	0,963060966	NO	
Y43F4A.3	1,076513264	0,870939659	1,273210015	0,684050273	0,493943421	0,963060966	NO	
irg-6	48,7540205	-0,182095652	0,266248586	-0,683930964	0,494018761	0,963060966	NO	
Y54G2A.69	1,670375265	-0,831737029	1,216152319	-0,683908599	0,494032883	0,963060966	NO	
lido-12	1427,93985	0,102231214	0,149485634	0,683886544	0,494046812	0,963060966	NO	
mrpl-24	1444,500076	-0,073280817	0,107165379	-0,683810558	0,494094799	0,963084897	NO	
F25H9.7	597,369777	0,123231387	0,180294158	0,683501829	0,494289795	0,963355511	NO	
F45D3.1	389,3075577	0,172454997	0,252333407	0,683441005	0,494328217	0,963355511	NO	
mat-3	2433,553652	-0,105809884	0,154823849	-0,683421093	0,494340795	0,963355511	NO	
rsd-6	3639,550225	-0,098949525	0,144852472	-0,683105535	0,494540158	0,963565547	NO	
C09D8.8	1,352286398	-0,597245303	0,874436382	-0,683006008	0,494603046	0,963565547	NO	
F35B3.3	4,588624317	-0,286842385	0,419996264	-0,682964133	0,494629507	0,963565547	NO	
T17H7.7	2220,821719	-0,146754828	0,214914946	-0,682850731	0,494701169	0,963565547	NO	
pab-1	49911,55757	-0,157633261	0,230868991	-0,682782304	0,494744413	0,963565547	NO	
M01A8.4	9,330392328	-0,287593116	0,421209659	-0,682779014	0,494746492	0,963565547	NO	
sftb-2	8338,040033	-0,135183451	0,197995024	-0,682761859	0,494757334	0,963565547	NO	
Y71F9AL.20	0,736328633	0,772872119	1,132024706	0,682734321	0,494774738	0,963565547	NO	
grl-16	17845,93066	-0,184028965	0,269611988	-0,682569669	0,494878806	0,963565547	NO	
D1081.5	10,82785664	0,287170755	0,420740215	0,68253698	0,494899468	0,963565547	NO	
C45B11.8	6,836338896	0,280886098	0,411548085	0,682511007	0,494915885	0,963565547	NO	
CD4.8	199,3170425	-0,098998062	0,145055774	-0,682482736	0,494933755	0,963565547	NO	
clec-264	461,2472626	0,057815868	0,084715708	0,682469271	0,494942267	0,963565547	NO	
chil-3	3,664846622	0,463324296	0,678962458	0,682400464	0,494985762	0,963565547	NO	
C55A6.12	587,9950151	0,099241833	0,145443188	0,682340882	0,495023428	0,963565547	NO	
snf-3	967,8224704	-0,177938638	0,260807775	-0,682259714	0,495074742	0,963565547	NO	
C01G10.4	1,286445037	-0,616779455	0,904056532	-0,682235495	0,495090054	0,963565547	NO	
C09E8.1	1395,456652	-0,104276984	0,152859217	-0,682176622	0,495127275	0,963565547	NO	
F40F8.11	2816,128522	-0,123725392	0,181390128	-0,682095508	0,495178561	0,963565547	NO	
npp-24	1630,962455	-0,094731488	0,138887777	-0,682072173	0,495193315	0,963565547	NO	
D1069.3	1150,43124	-0,045761205	0,067092306	-0,682063378	0,495198876	0,963565547	NO	
F11D11.21	13,91238626	0,247350727	0,362790822	0,681799848	0,49536552	0,963820267	NO	
T26A5.10	4,276288164	0,383111686	0,561986881	0,681709304	0,495422783	0,963854318	NO	
glp-4	3284,421456	-0,152810669	0,224174601	-0,681659156	0,4954545	0,963854318	NO	
T10E10.4	972,0183882	-0,134261173	0,197013211	-0,681483097	0,495565858	0,964001416	NO	
W09C5.7	1608,812686	-0,107796419	0,15823704	-0,681233797	0,495723566	0,964238648	NO	
smgl-1	2062,507334	-0,20693694	0,303875477	-0,680992562	0,495876197	0,964428404	NO	
F11G11.4	5,097628915	0,365527635	0,536832375	0,68089715	0,495936571	0,964428404	NO	
sri-37	0,470566728	-1,118016036	1,642051753	-0,680865286	0,495956736	0,964428404	NO	
memi-1	174,7413985	0,130717025	0,192021578	0,680741334	0,496035177	0,964428404	NO	
srz-94	2,821912808	0,381953826	0,561108522	0,68071293	0,496053153	0,964428404	NO	
R151.1	534,5544529	-0,089701807	0,131781037	-0,68068828	0,496068754	0,964428404	NO	
lim-7	1729,403367	-0,045253705	0,066499901	-0,68050786	0,496182947	0,964428404	NO	
Y82E9BL.12	5,028132708	0,431403622	0,633949334	0,680501735	0,496186824	0,964428404	NO	
F13E9.15	37,7849775	0,199430692	0,293089494	0,680442993	0,496224006	0,964428404	NO	
T11F9.22	1,798003181	-0,678834887	0,997661845	-0,680425828	0,496234871	0,964428404	NO	
ZK39.9	0,230977846	1,47370628	2,166229431	0,680309416	0,496308564	0,964428404	NO	
reps-1	695,1243243	-0,097576734	0,143440825	-0,680257755	0,496341268	0,964428404	NO	
copa-1	15629,21782	-0,137235973	0,201759311	-0,680196479	0,496380061	0,964428404	NO	
C23G10.1	8,969617866	0,375320153	0,551842105	0,680122356	0,49642699	0,964428404	NO	
irld-48	0,84296175	-0,753525344	1,107954646	-0,680104864	0,496438065	0,964428404	NO	
msp-113	0,879509779	-0,899692167	1,323001675	-0,68003857	0,49648004	0,964428404	NO	
ZK897.10	32,79719523	0,199983008	0,294093533	0,679997977	0,496505742	0,964428404	NO	
T13F3.4	0,264862605	-1,589290567	2,337713427	-0,679848329	0,496600502	0,964428404	NO	
hsp-43	664,9519605	0,089681596	0,13192304	0,679802377	0,496629601	0,964428404	NO	
faah-1	1291,442748	-0,098957985	0,145575673	-0,679770071	0,49665006	0,964428404	NO	
acl-8	1642,410483	-0,087387623	0,128565203	-0,679714425	0,496685301	0,964428404	NO	
vwa-8	3549,029933	-0,180725831	0,265907056	-0,679657898	0,4967211	0,964428404	NO	
Y57E12B.1	0,502718449	-1,208659012	1,778477164	-0,679603335	0,496755657	0,964428404	NO	
H04D03.3	994,0052382	-0,138503952	0,203807381	-0,679582612	0,496768783	0,964428404	NO	
F55E10.10	0,852802034	-0,80834678	1,189683874	-0,679463509	0,496844221	0,964428404	NO	
F55E10.9	0,852802034	-0,80834678	1,189683874	-0,679463509	0,496844221	0,964428404	NO	
W07G4.5	1374,383876	-0,07907393	0,116381402	-0,679437855	0,496860471	0,964428404	NO	
T21G5.2	156,4922196	0,164435819	0,242029119	0,679405104	0,496881216	0,964428404	NO	
octr-1	43,94286531	0,118678699	0,174684813	0,679387619	0,496892293	0,964428404	NO	
clec-38	18,56151044	0,160805652	0,236702556	0,679357481	0,496911384	0,964428404	NO	
tag-196	6376,685819	-0,117655386	0,173193639	-0,679328566	0,496929701	0,964428404	NO	
stl-1	1755,644153	-0,096215444	0,141671936	-0,679142578	0,497047526	0,964436708	NO	
Y39A3CL.4	1386,402958	0,101192628	0,149008671	0,679105632	0,497070934	0,964436708	NO	
F40G9.12	132,8830556	0,178216104	0,2624381	0,679078625	0,497088045	0,964436708	NO	
F52B10.12	2,684753989	-0,396988473	0,584692766	-0,67896936	0,497157276	0,964436708	NO	
tag-115	458,2511687	0,08328615	0,122665939	0,67896721	0,497158638	0,964436708	NO	
act-1	39664,152	-0,157275763	0,231663485	-0,67889751	0,497202804	0,964436708	NO	
fbxa-206	316,7871372	-0,107345758	0,158121371	-0,678882036	0,497212609	0,964436708	NO	
nspc-18	2,898357731	0,415508422	0,612058655	0,678870266	0,497220067	0,964436708	NO	
F28F8.11	0,502323229	-0,906641146	1,335872029	-0,678688622	0,497335177	0,964463558	NO	
ehbp-1	1870,778144	-0,111475916	0,164256012	-0,678671755	0,497345866	0,964463558	NO	
C10C6.13	34,84505549	0,234133337	0,345013216	0,678621356	0,497377807	0,964463558	NO	
pgl-1	1533,114918	-0,112106349	0,165206182	-0,678584471	0,497401185	0,964463558	NO	
C16A11.5	46,73114254	-0,165512086	0,24393812	-0,678500293	0,497454538	0,964463558	NO	
T19H12.6	684,7200581	-0,085278517	0,125694398	-0,678459171	0,497480603	0,964463558	NO	
C05E11.16	0,383101174	-0,78697655	1,159956628	-0,678453428	0,497484243	0,964463558	NO	
T02E9.27	0,30943436	1,066403081	1,571949491	0,678395258	0,497521115	0,964465709	NO	
C06A6.12	0,751319438	0,95398596	1,406730782	0,678158161	0,497671417	0,964626263	NO	
R07E3.7	493,8236925	-0,088715432	0,130825021	-0,678122819	0,497693824	0,964626263	NO	
pept-2	405,9799267	-0,128358047	0,189306646	-0,678043005	0,497744426	0,964626263	NO	
nhx-6	6,57005074	-0,49898232	0,735919867	-0,678038932	0,497747009	0,964626263	NO	
R06B9.5	242,9377445	0,146121396	0,215530491	0,677961599	0,497796042	0,964651969	NO	
srh-183	1,575037961	0,521303962	0,769231413	0,677694584	0,497965361	0,964653161	NO	
gcy-36	222,4020444	-0,094186808	0,139006168	-0,677572868	0,498042554	0,964653161	NO	
F21D5.4	823,5310952	-0,113750028	0,167881057	-0,67756321	0,498048679	0,964653161	NO	
Y6E2A.7	2,443770991	-0,495606786	0,73152466	-0,677498398	0,498089786	0,964653161	NO	
F32B5.12	12,41799034	-0,239101393	0,352941785	-0,677452779	0,498118721	0,964653161	NO	
T16H12.3	365,7464977	-0,117817093	0,173926118	-0,677397357	0,498153875	0,964653161	NO	
rap-1	4417,003046	0,064929764	0,095880586	0,67719407	0,49828283	0,964653161	NO	
Y102A5C.36	41,76190177	0,183322355	0,270719293	0,67716768	0,498299571	0,964653161	NO	
EGAP3.3	0,406425139	1,349352878	1,99268005	0,677154809	0,498307737	0,964653161	NO	
EGAP3.4	0,406425139	1,349352878	1,99268005	0,677154809	0,498307737	0,964653161	NO	
eff-1	1147,983586	-0,060272513	0,089009955	-0,677143511	0,498314905	0,964653161	NO	
Y105C5B.11	16,59270236	-0,219749719	0,324554167	-0,677081799	0,498354056	0,964653161	NO	
rabs-5	544,6631465	-0,114089775	0,168506042	-0,677066377	0,498363841	0,964653161	NO	
Y39A1A.27	7,859917319	0,329841927	0,487188974	0,677030771	0,498386431	0,964653161	NO	
ptr-2	3318,23647	-0,099639281	0,147173531	-0,677019032	0,498393879	0,964653161	NO	
F10D7.5	1167,234415	-0,166861673	0,246465806	-0,677017536	0,498394828	0,964653161	NO	
K07C5.3	2191,964299	-0,154490971	0,228198715	-0,677001931	0,498404729	0,964653161	NO	
C34F6.11	153,4599992	0,14436619	0,213292835	0,676845005	0,4985043	0,964776639	NO	
T24H7.2	6162,483071	-0,216800746	0,320364327	-0,676731857	0,4985761	0,964846358	NO	
R04E5.17	7185,098963	-0,119746944	0,176970686	-0,67664847	0,498629018	0,964871779	NO	
fcp-1	1965,952085	-0,163174411	0,241168779	-0,676598406	0,498660791	0,964871779	NO	
hen-1	24,38449881	0,195775901	0,289510646	0,676230403	0,498894372	0,965254489	NO	
R05D8.11	654,5600298	-0,135130982	0,199856908	-0,676138661	0,498952612	0,96529792	NO	
tag-275	1181,816934	-0,094976847	0,14053443	-0,675826177	0,499151012	0,965575231	NO	
Y17G7B.3	815,0524891	0,069169539	0,102352066	0,675800121	0,499167558	0,965575231	NO	
F58A4.20	0,775507331	0,850080652	1,258001652	0,6757389	0,499206433	0,965581174	NO	
gst-37	0,759634478	0,907233922	1,342723754	0,675666844	0,499252191	0,965581457	NO	
cest-25	1051,035292	0,086411505	0,127902511	0,675604449	0,499291816	0,965581457	NO	
R10D12.13	790,1207263	-0,108217461	0,160201254	-0,675509453	0,499352147	0,965581457	NO	
pes-5	1138,633299	-0,085358274	0,126368198	-0,675472746	0,499375461	0,965581457	NO	
Y57A10A.8	446,4007849	-0,131229906	0,194303591	-0,675385902	0,49943062	0,965581457	NO	
C09G12.17	5,301610864	0,262731733	0,389018133	0,675371432	0,499439811	0,965581457	NO	
ptr-9	105,6322677	-0,129740845	0,192110739	-0,67534405	0,499457204	0,965581457	NO	
xrn-2	4524,957225	-0,135175502	0,200195127	-0,675218742	0,499536801	0,965651768	NO	
ccg-1	3809,855415	-0,107142637	0,158688911	-0,675174061	0,499565185	0,965651768	NO	
W05G11.8	99,49799227	0,136129203	0,201690411	0,674941372	0,499713014	0,96584037	NO	
csn-1	3533,445389	-0,085973252	0,127385192	-0,674907743	0,499734381	0,96584037	NO	
D2096.14	2,04575539	0,448380247	0,664532078	0,674730779	0,499846826	0,965959847	NO	
ugt-63	657,6284768	0,190793387	0,282816917	0,674618014	0,499918485	0,965959847	NO	
M03C11.8	3750,644812	-0,169367223	0,251071073	-0,674578799	0,499943406	0,965959847	NO	
mir-81	5,352728348	0,271823754	0,40300218	0,674496982	0,499995404	0,965959847	NO	
abt-1	3,118935732	-0,39147788	0,580466447	-0,674419481	0,500044661	0,965959847	NO	
F10E9.13	0,840603115	-0,810010091	1,201054219	-0,674415924	0,500046922	0,965959847	NO	
F10E9.15	0,840603115	-0,810010091	1,201054219	-0,674415924	0,500046922	0,965959847	NO	
tag-77	1179,06337	-0,129526198	0,192103907	-0,674250721	0,500151928	0,96607274	NO	
K01A2.15	0,86780363	-0,532726835	0,790148221	-0,67421127	0,500177006	0,96607274	NO	
F28F5.12	0,587920641	0,882908241	1,309655216	0,67415319	0,500213926	0,966074862	NO	
C33D9.3	24,36634835	0,178589425	0,264935301	0,674086935	0,500256045	0,966087024	NO	
spd-1	2579,461377	0,081053032	0,120279985	0,673869657	0,500394184	0,966228575	NO	
B0507.4	1,147678114	0,845817861	1,255185334	0,673858942	0,500400998	0,966228575	NO	
aat-5	821,7666305	-0,096810347	0,14371491	-0,67362772	0,500548025	0,966443277	NO	
C17H12.3	10,59972324	-0,236826386	0,351600293	-0,673567088	0,500586583	0,966447854	NO	
Y53G8AM.7	31,38406091	0,145036203	0,215343618	0,673510568	0,500622528	0,966447854	NO	
gst-22	111,4234473	0,146519477	0,217563889	0,673454946	0,500657902	0,966447854	NO	
F07C4.17	37,01744165	0,1599608	0,237565494	0,673333474	0,500735161	0,966472339	NO	
T01C4.8	1,943230314	0,595208039	0,883986802	0,673322314	0,50074226	0,966472339	NO	
C08B6.8	1850,201256	0,094920146	0,141019564	0,673099127	0,500884229	0,96667717	NO	
spe-6	61,70432107	0,133103744	0,197774111	0,673008936	0,500941606	0,966718724	NO	
trpp-12	929,3970515	-0,077289874	0,114930011	-0,672495142	0,501268532	0,967179392	NO	
his-11	47,06634767	-0,159795921	0,237624623	-0,672472063	0,501283219	0,967179392	NO	
linc-148	0,685834001	0,949491392	1,412166951	0,67236483	0,501351467	0,967179392	NO	
swsn-9	5932,170913	-0,128504349	0,191133099	-0,672329123	0,501374193	0,967179392	NO	
F21H7.17	4,529614123	0,258075723	0,383856437	0,672323551	0,50137774	0,967179392	NO	
F52H2.15	20,60536023	0,230766947	0,343252176	0,672295657	0,501395494	0,967179392	NO	
srj-22	0,273627115	1,416657939	2,108291555	0,671945935	0,501618116	0,96753962	NO	
M02A10.1	17,67846715	0,190443417	0,283521049	0,671708215	0,501769471	0,967762344	NO	
T04A8.8	2947,65137	-0,093096065	0,138610916	-0,671635886	0,501815527	0,967781961	NO	
fbxa-20	5,187222141	0,400101476	0,595868	0,671459913	0,501927588	0,967848523	NO	
tbx-35	18,96134945	-0,220163281	0,327899197	-0,671435865	0,501942903	0,967848523	NO	
Y73F8A.35	200,5155708	-0,106185519	0,158154641	-0,671403115	0,501963761	0,967848523	NO	
npr-11	110,6356567	0,095788181	0,142678611	0,671356279	0,50199359	0,967848523	NO	
apc-10	238,5713726	0,133978454	0,199605279	0,671216985	0,50208231	0,967950376	NO	
linc-32	0,458484722	-0,954206037	1,421791302	-0,671129465	0,502138058	0,967988654	NO	
F35D2.2	547,7809703	0,087216482	0,129979336	0,671002678	0,502218824	0,968033807	NO	
Y108G3AL.2	1577,823801	0,098694026	0,14708937	0,670980003	0,502233269	0,968033807	NO	
srbc-43	2,442113624	-0,437505482	0,652295087	-0,67071712	0,502400755	0,968178415	NO	
fbxc-55	3,306097609	0,443153206	0,660731067	0,670701332	0,502410814	0,968178415	NO	
Y42A5A.8	9,155616716	0,258255733	0,38509389	0,670630565	0,502455906	0,968178415	NO	
F28A10.1	0,810899014	0,955036422	1,424199868	0,670577524	0,502489705	0,968178415	NO	
B0035.20	11,23937885	0,17228022	0,256914987	0,670572868	0,502492671	0,968178415	NO	
H36L18.3	0,376604202	-1,225048544	1,827001271	-0,670524188	0,502523692	0,968178415	NO	
H06I04.9	33,61529328	0,131173347	0,195682875	0,670336363	0,502643391	0,968193886	NO	
frm-8	970,6058083	-0,145355388	0,216844686	-0,670320268	0,502653649	0,968193886	NO	
R09G11.3	0,778685547	-0,955246056	1,425106929	-0,670297812	0,502667962	0,968193886	NO	
nhr-258	76,96589537	0,089294977	0,133219167	0,670286261	0,502675323	0,968193886	NO	
T07F12.10	1,508105376	-0,594505717	0,88702425	-0,670224874	0,502714449	0,968200099	NO	
T25B2.2	90,09158521	-0,086583764	0,129212879	-0,670086178	0,502802856	0,968214916	NO	
Y45F10B.9	5,321860843	-0,282493298	0,42157995	-0,670082385	0,502805273	0,968214916	NO	
C42D4.17	0,293293253	-1,72408581	2,573259861	-0,670000662	0,502857368	0,968214916	NO	
saps-1	5024,922865	-0,112708314	0,168224497	-0,669987519	0,502865747	0,968214916	NO	
B0454.26	1,078958397	-0,71220855	1,063597975	-0,66962195	0,503098818	0,96832401	NO	
Y92H12BL.5	867,7266895	-0,052292609	0,078101116	-0,669550086	0,503144642	0,96832401	NO	
K03H9.10	0,347441268	-1,045368782	1,561639192	-0,669404807	0,503237286	0,96832401	NO	
K02D10.4	255,0097081	-0,070517222	0,105345435	-0,669390396	0,503246476	0,96832401	NO	
F11A5.17	0,648553556	1,283565367	1,917592694	0,669362879	0,503264025	0,96832401	NO	
F13H10.9	168,4703047	-0,076637801	0,114506988	-0,669284928	0,50331374	0,96832401	NO	
mir-8205	0,297489798	-1,265652753	1,891368086	-0,669173157	0,503385027	0,96832401	NO	
K02C4.7	1,396569088	0,555161191	0,829626904	0,669169706	0,503387229	0,96832401	NO	
F14F3.12	0,635284925	0,948196366	1,417056662	0,669130877	0,503411995	0,96832401	NO	
R08C7.17	0,62858978	0,589982043	0,881741756	0,669109792	0,503425444	0,96832401	NO	
nhr-256	500,3657358	0,046449451	0,069420606	0,669101779	0,503430555	0,96832401	NO	
unc-98	1611,34858	0,056580924	0,084566553	0,669069775	0,50345097	0,96832401	NO	
F58F9.6	1,276879843	0,518045668	0,77431864	0,669034221	0,503473648	0,96832401	NO	
F21D5.5	1866,116894	-0,110638438	0,165384859	-0,668975616	0,503511032	0,96832401	NO	
K12H4.5	5576,01959	0,121623348	0,181809487	0,668960403	0,503520737	0,96832401	NO	
rab-21	665,6741714	0,082121023	0,122760986	0,668950496	0,503527057	0,96832401	NO	
